Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name
NM_001271443	0.467	0.0	44.961000000000006	64.196	Ndufs8
NM_001177606	0.0	19.133	92.921	89.99	0610010K14Rik
NM_016716	140.597	30.974	34.673	24.159000000000002	Cul3
NM_001083928	118.806	39.708	66.646	49.396	Tle3
NM_027342	0.0	0.0	34.787	67.998	Fam162a
NM_033322	94.37100000000001	0.0	7.619	4.047	Lztfl1
NM_026438	0.0	0.0	54.97	62.177	Ppa1
NM_019419	0.0	5.896	46.708999999999996	76.771	Arl6ip1
NM_008946	0.35200000000000004	38.001	95.775	128.224	Psmb6
NM_175022	86.085	5.315	14.207	19.57	Prr12
NM_022813	0.0	0.028999999999999998	57.176	61.903	Scamp2
NM_138669	0.25	18.213	85.176	90.895	Eif4a3
NM_011956	0.0	0.0	81.176	55.063	Nubp2
NM_013818	84.148	19.789	37.908	44.266000000000005	Gtpbp1
NM_001165984	7.421	16.368	83.62	82.415	Ubap2l
NM_001288578	0.0	3.194	58.597	68.51100000000001	Adh5
NM_001252435	149.27	25.57	18.726	12.792	Dlg1
NM_013836	81.389	8.174	26.734	26.493000000000002	Tcf20
NM_011434	0.0	38.398	120.912	123.428	Sod1
NM_145456	95.1	0.037000000000000005	6.797000000000001	5.497999999999999	Zswim6
NR_039567	0.0	0.0	0.263	79.97399999999999	Mir5107
NM_008479	0.364	0.0	18.829	74.309	Lag3
NM_026943	0.0	0.0	28.191999999999997	71.977	Snrpd2
NM_001033237	93.775	0.034	5.569	7.2829999999999995	Yeats2
NM_001029841	0.0	38.158	153.86700000000002	113.852	Sla
NM_011032	0.14300000000000002	57.782	170.669	149.296	P4hb
NM_009720	0.0	0.0	39.692	69.017	Atox1
NM_001122892	0.316	16.508	92.709	87.182	Fyn
NM_009008	183.83599999999998	72.33800000000001	62.75	70.857	Rac2
NM_009087	0.0	0.0	45.25899999999999	67.58	Polr1d
NM_017475	129.597	21.434	16.771	21.166	Rragc
NM_009318	0.0	25.924	59.574	116.788	Tapbp
NM_020260	99.03200000000001	2.597	4.723	9.345	Arhgap31
NM_009279	0.0	0.0	56.903	64.535	Ssr4
NM_023054	0.0	0.042	61.211000000000006	63.41	Utp3
NM_028994	152.05700000000002	41.123999999999995	41.835	37.812	Pck2
NM_019579	121.662	8.851	4.621	5.557	Mpp5
NM_028410	53.268	0.087	36.26	30.500999999999998	Prkrir
NM_009942	0.0	0.0	52.973	66.102	Cox5b
NM_026653	210.734	50.243	15.843	19.533	Rpa1
NM_172707	291.164	105.652	66.652	57.246	Ppp1cb
NM_008548	218.643	60.928000000000004	27.433000000000003	32.254	Man1a
NM_010073	0.0	0.0	69.682	61.536	Dpm2
NM_022997	101.785	19.491	37.158	33.531	Vps35
NM_027371	0.0	0.027000000000000003	55.006	66.01899999999999	Rpf1
NM_053193	137.08100000000002	33.353	47.608999999999995	32.286	Cpsf1
NM_023153	0.0	0.028999999999999998	43.2	70.00399999999999	Cwc15
NM_007636	0.373	125.919	264.388	264.065	Cct2
NM_172117	202.87400000000002	42.726000000000006	13.020999999999999	12.205	Entpd6
NM_001284195	119.211	15.069	16.667	18.112000000000002	Srsf10
NM_007451	0.281	40.062	116.876	130.984	Slc25a5
NM_008416	0.0	117.336	282.77	241.486	Junb
NM_026851	13.418	23.514	100.411	91.89	Mrpl52
NM_008468	105.473	14.52	31.014	23.815	Kpna6
NM_028866	95.934	17.526	39.87	34.876	Wdr33
NM_173742	0.0	0.054000000000000006	60.151	66.595	Rnasek
NM_197987	99.62700000000001	0.0	7.129	6.034	Trim37
NM_010436	0.0	0.0	67.773	64.377	H2afx
NM_080793	93.111	0.005	10.36	10.189	Setd7
NM_008948	0.0	22.9	80.918	108.037	Psmc3
NM_010286	0.0	23.224	125.288	95.991	Tsc22d3
NM_001253892	86.948	6.893	21.415	26.781999999999996	Slc4a2
NM_011293	0.0	2.544	69.403	70.163	Polr2j
NM_001277113	0.16899999999999998	56.803999999999995	139.463	161.26	Rpl22
NM_013585	0.0	0.0	22.750999999999998	79.085	Psmb9
NM_172689	110.68	0.0	1.9369999999999998	1.0490000000000002	Ddx58
NM_001253392	112.934	4.463	5.074	7.596	Smarcad1
NM_001271419	0.381	0.035	14.985	81.532	Ly6a
NM_018788	83.94	3.3819999999999997	24.068	22.025	Extl3
NM_023374	0.0	0.0	56.22	69.806	Sdhb
NM_017472	0.528	59.581	139.866	167.447	Snx3
NR_130340	0.0	0.0	40.345	74.59899999999999	Mir3113
NM_172594	129.33700000000002	12.845	13.405	10.46	Dhx29
NM_026308	0.0	0.0	59.983000000000004	69.135	Rpp21
NM_026578	0.0	0.0	68.008	67.021	Gar1
NM_020569	0.0	0.038	67.59100000000001	67.557	Park7
NM_178246	0.16399999999999998	0.03	71.533	66.91	Smg5
NM_019586	80.359	9.634	30.084	37.686	Ube2j1
NM_133952	102.169	10.005	14.33	26.945999999999998	Unc45a
NM_001081457	77.135	0.016	22.544	23.298000000000002	Ppp2r5c
NM_030205	96.38600000000001	0.0	7.337999999999999	13.099	Coro7
NM_013730	0.0	0.0	115.38799999999999	55.16	Slamf1
NM_026063	0.0	0.0	55.223	73.521	Uqcc2
NM_199065	117.947	0.0	0.0	0.0	Slitrk1
NM_001033172	115.21	0.0	1.9780000000000002	1.73	Rab11fip2
NM_009976	0.0	0.0	23.59	83.367	Cst3
NM_001281977	112.96	0.0	4.239	3.42	Invs
NM_001291062	129.891	10.915	13.784	10.261	Elf2
NM_025845	179.752	50.383	46.628	44.283	Prpf38b
NM_025562	0.0	0.129	43.552	79.03399999999999	Fis1
NM_183426	77.79	1.034	26.228	26.778000000000002	Sbno2
NM_010500	184.081	69.59	76.931	71.803	Ier5
NM_001029994	156.45	48.618	56.58	55.736000000000004	Zc3h18
NM_010902	142.15	19.433	20.944000000000003	17.092	Nfe2l2
NM_172894	83.382	59.988	101.321	121.774	Ppp6r1
NM_001253700	0.384	0.675	72.99600000000001	71.527	Elp5
NM_001290487	89.07799999999999	0.0	18.783	18.384	Atp5sl
NM_019794	3.5869999999999997	0.036000000000000004	57.763000000000005	72.334	Dnaja2
NM_017367	173.43	61.246	72.56	64.77	Ccni
NM_020587	117.912	39.221	55.533	66.997	Srsf4
NM_010830	156.3	23.246	18.086	16.055	Msh6
NM_008014	0.168	14.002	90.67200000000001	94.928	Ppm1g
NM_138671	110.719	31.8	47.04	60.155	Nadk
NM_001112721	124.666	25.857	48.31399999999999	37.066	Ubr5
NM_001033550	113.773	0.0	4.2139999999999995	5.167999999999999	Lrrc8b
NM_175360	193.37400000000002	31.646	8.391	8.29	Obfc1
NM_001170341	13.177999999999999	40.075	93.999	138.13	Mlf2
NM_138305	114.675	0.023	6.343999999999999	4.1739999999999995	Adcy3
NM_021424	118.802	0.0	1.47	2.4819999999999998	Pvrl1
NM_133916	0.12300000000000001	51.864	154.425	154.92600000000002	Eif3b
NM_153564	0.12	0.045	27.054000000000002	85.874	Gbp5
NM_146169	110.095	6.3389999999999995	17.333	17.779	Paip2b
NM_008303	0.0	0.044000000000000004	48.343999999999994	80.013	Hspe1
NM_001083921	0.0	6.585	71.108	87.12100000000001	Rbck1
NR_105846	0.0	0.0	85.059	69.527	Mir6418
NM_172827	279.944	75.40100000000001	27.351999999999997	28.038	Lnpep
NM_175107	179.972	34.832	25.764	21.410999999999998	2310022A10Rik
NM_008562	2.497	40.746	138.141	136.39600000000002	Mcl1
NM_145139	411.092	188.892	116.925	135.858	Eif3l
NM_009259	0.0	5.235	89.76700000000001	79.99	Spn
NM_027256	97.352	0.0	17.618	16.824	Ints4
NM_010027	0.0	0.0	104.37100000000001	65.752	Ddt
NM_001164111	125.617	48.471000000000004	85.072	75.611	Nfatc1
NM_008320	0.0	0.0	19.365	91.374	Irf8
NM_007669	0.0	57.223	156.44	168.96599999999998	Cdkn1a
NM_001301722	0.0	45.956	93.766	164.236	Atp5g3
NM_001026212	133.364	51.901	71.234	81.515	Ensa
NM_012021	0.0	0.0	61.59	79.58800000000001	Prdx5
NM_009840	0.61	35.242	118.51899999999999	134.908	Cct8
NR_106199	0.0	0.0	44.952	84.618	Mir8119
NM_029632	6.06	0.02	66.539	73.715	Ppp1r11
NM_001290426	211.503	48.176	26.212	27.878	Zfp865
NM_001045520	128.149	34.216	60.974	52.617	Clint1
NM_001081635	0.0	11.616	110.875	89.314	Ccnd3
NM_198613	0.0	0.551	41.123000000000005	87.1	Ap2s1
NM_001045523	142.487	20.185	31.570999999999998	21.553	Bahd1
NM_001253390	107.196	0.0	13.314	12.442	Mtfr1
NM_054050	99.25299999999999	32.107	65.804	69.24600000000001	Rapgef1
NM_175558	140.78	5.515	0.935	1.906	Zfp446
NM_181423	219.692	50.617	19.871	28.906999999999996	Supv3l1
NM_013559	166.894	79.497	99.305	105.42299999999999	Hsph1
NM_025397	0.0	1.024	74.21600000000001	78.816	Med11
NM_025918	255.017	56.071999999999996	14.502	15.022	Ccdc43
NM_009672	3.478	11.155999999999999	59.857	101.419	Anp32a
NM_001164253	97.262	0.0	22.538	18.065	Tpm1
NM_008928	0.0	0.047	107.428	67.557	Map2k3
NM_027250	157.987	15.405999999999999	11.865	6.767	Coa7
NM_001289652	116.54	6.127999999999999	16.601	18.023	Gid8
NM_013830	134.605	17.727	29.323	24.616	Prpf4b
NM_009896	0.0	18.105	96.73200000000001	108.352	Socs1
NM_178744	160.814	23.724	16.581	21.404	Zbtb1
NM_021538	0.0	0.821	69.22	81.986	Cope
NM_019749	23.373	41.405	86.415	142.741	Gabarap
NM_012060	5.267	0.244	60.846000000000004	79.744	Bcap31
NM_001130163	147.993	8.371	5.07	3.931	Oxr1
NM_025812	142.183	10.006	10.101	10.539000000000001	Hmg20a
NM_010376	120.59899999999999	33.836	60.3	61.458999999999996	H13
NM_027231	0.0	0.0	77.44	79.07	Polr2f
NM_009007	0.0	8.32	87.477	93.48700000000001	Rac1
NM_009169	0.0	0.0	46.083	88.604	Shfm1
NR_104069	0.603	62.038000000000004	137.516	189.035	Vasp
NM_148952	0.0	1.117	72.381	83.322	E2f4
NR_035446	0.0	0.0	140.05700000000002	61.232	Mir1893
NM_001159367	119.115	11.642000000000001	39.655	24.088	Per1
NM_001113573	118.09	4.33	17.109	16.479	Brd3
NM_133786	318.786	89.51899999999999	36.623000000000005	32.911	Smc4
NM_172421	149.183	14.545	18.636	13.49	Asxl2
NM_181517	198.665	50.033	40.885999999999996	42.223	Ipo7
NM_080635	0.0	23.814	85.822	126.95	Eif3h
NM_011187	0.0	0.035	65.137	84.37	Psmb7
NM_009400	0.0	52.411	131.94799999999998	173.274	Tnfrsf18
NM_178598	0.263	3.39	59.018	93.665	Tagln2
NM_146145	148.089	37.915	51.117	54.318999999999996	Jak1
NM_026780	0.28600000000000003	0.0	72.896	82.835	Syf2
NM_008112	167.7	62.113	72.68	83.124	Gdi2
NM_001164560	0.17600000000000002	1.641	96.792	79.83800000000001	Trmt1
NM_030685	238.361	90.088	77.372	85.74799999999999	Serp1
NM_001277311	0.0	0.0	53.246	89.648	Mea1
NM_001164150	73.118	14.769	39.569	68.303	Tcf3
NM_025883	132.67	8.057	10.241	17.971	Zdhhc6
NM_001305442	0.0	12.300999999999998	155.91	85.42299999999999	Spry1
NM_001270537	0.184	0.529	78.792	84.01899999999999	Bin2
NM_020332	129.64	0.0	4.938	5.864	Ank
NM_011304	0.0	28.921	146.418	122.88	Ruvbl2
NM_001290552	0.5770000000000001	0.0	42.489	93.755	Swi5
NM_015816	0.0	0.0	48.053999999999995	93.171	Lsm4
NM_022891	0.34299999999999997	2.988	52.692	97.95100000000001	Rpl23
NM_145367	197.72299999999998	37.812	36.288000000000004	23.791999999999998	Txndc5
NM_144907	231.928	97.794	95.311	103.804	Sesn2
NM_001205216	136.711	31.045	54.743	51.31100000000001	Rxrb
NM_198169	137.44899999999998	16.143	32.586	26.885	Gmeb2
NM_001145804	141.246	29.608	47.0	47.711000000000006	Nucks1
NM_027096	153.511	8.236	5.196000000000001	6.8	Gpcpd1
NM_153144	94.831	0.0	30.541	27.239	Ggnbp2
NM_001310725	123.76100000000001	19.322	59.144	36.797	Setd8
NM_008704	0.0	0.218	57.701	92.58200000000001	Nme1
NM_001146710	230.829	68.77600000000001	40.394	62.528999999999996	Ppp1r18
NM_023142	0.0	0.044000000000000004	50.852	94.84700000000001	Arpc1b
NR_029468	0.0	0.0	125.069	73.002	Snhg12
NM_177411	164.218	18.767	15.100999999999999	18.551	Rab5b
NM_025974	0.391	114.199	184.99599999999998	290.09	Rpl14
NM_183020	74.753	99.37200000000001	212.86700000000002	195.108	Atxn2l
NM_178382	144.67700000000002	0.0	0.0	0.126	Flrt3
NM_030255	246.662	52.425	13.959000000000001	26.057	Apobec3
NM_007901	322.164	74.171	15.005	12.947000000000001	S1pr1
NM_026988	1.262	47.378	69.76899999999999	186.832	Ptms
NM_013716	0.136	18.128	111.15899999999999	115.516	G3bp1
NM_175102	0.0	0.0	55.851000000000006	94.625	Sf3b5
NM_001031667	137.43	45.95399999999999	70.965	80.028	Gsk3a
NM_001001493	0.0	0.048	66.488	91.87799999999999	Wdr83os
NM_026126	133.491	0.0	6.157	7.6339999999999995	Fundc2
NM_001252654	164.025	34.791	32.067	48.771	Kcnab2
NM_001310771	0.0	14.564	93.07799999999999	114.59700000000001	Bud31
NM_001159865	130.27100000000002	0.0	9.896	10.282	Kctd18
NM_008379	254.554	91.777	67.072	87.43	Kpnb1
NM_025628	0.0	39.177	86.044	168.063	Cox6b1
NM_008231	0.324	136.303	295.598	306.098	Hdgf
NM_172400	5.247000000000001	0.389	91.064	83.009	Dnajc8
NM_001081158	112.98200000000001	22.401	75.369	50.762	Cluh
NM_025843	0.0	0.0	64.29899999999999	94.439	Ndufb7
NM_145382	125.896	6.872000000000001	19.724	25.595	Fam193b
NM_008388	0.237	5.053999999999999	100.37700000000001	94.104	Eif3e
NM_018799	0.331	49.167	110.184	181.898	Eif3i
NM_001177353	156.066	250.393	512.966	359.277	Myc
NM_008924	139.174	0.0	3.359	7.2139999999999995	Prkar2a
NR_002875	17.584	34.945	109.66	140.865	Gm1821
NM_011733	0.22	46.81100000000001	168.483	161.442	Ybx3
NM_176973	150.012	0.0	0.0	0.324	Podxl2
NM_001205313	120.50200000000001	42.992	26.473000000000003	104.292	Stat1
NM_008367	125.135	133.265	270.195	215.00400000000002	Il2ra
NM_001302216	0.0	0.0	79.411	93.135	Atp5j
NM_001033270	160.819	9.829	16.073	9.344	Slc4a7
NM_013499	196.07299999999998	29.691	16.88	23.294	Cr1l
NM_010818	0.0	0.115	83.648	92.572	Cd200
NM_001163564	129.718	0.055999999999999994	21.439	12.235999999999999	Naf1
NM_001007571	0.0	3.3739999999999997	71.881	103.311	D8Ertd738e
NM_001199593	120.835	0.0	15.618	20.918000000000003	Pkn1
NM_001142701	159.376	48.095	57.541000000000004	78.192	Hmha1
NM_009388	0.0	1.6909999999999998	98.565	92.666	Tkt
NM_178403	122.945	2.13	28.761	20.646	Pus7
NM_027044	0.0	1.101	98.67399999999999	91.874	Pfdn5
NM_029788	149.075	0.023	4.426	3.6189999999999998	Rnft1
NM_008433	0.187	10.659	64.07	121.729	Kcnn4
NM_016776	0.08900000000000001	96.30799999999999	281.91700000000003	234.16299999999998	Mybbp1a
NM_028343	146.649	0.0	6.2170000000000005	5.202999999999999	Tmem135
NM_020582	0.0	0.0	72.908	97.771	Atp5j2
NM_001146309	0.0	0.243	75.661	97.992	Dbnl
NM_007434	178.46099999999998	31.166	30.546	39.466	Akt2
NM_001282000	172.907	10.565999999999999	5.221	8.967	Rbl2
NM_021519	0.0	0.10099999999999999	51.942	106.023	Edf1
NM_010804	131.666	2.6510000000000002	22.605	19.641	Mllt10
NM_001177982	134.369	0.077	12.446	15.445	Pde4b
NM_009906	152.87	14.872	24.241	28.881999999999998	Tpp1
NM_001042485	151.756	8.638	20.73	17.965999999999998	Tmem183a
NM_001313984	10.647	64.925	156.577	201.697	Ubb
NM_025380	308.97700000000003	86.477	43.38399999999999	51.638999999999996	Eef1e1
NM_001113248	8.726	0.937	58.369	100.51100000000001	Sin3b
NM_153515	158.93200000000002	10.929	20.209	18.217	Ammecr1l
NM_028887	167.89	12.272	12.526	16.477	Smchd1
NM_024172	63.976000000000006	17.288	104.521	79.219	Hspbp1
NM_008761	0.0	4.526	71.32300000000001	111.834	Fxyd5
NM_010949	160.017	6.2410000000000005	13.850999999999999	10.238	Numb
NM_172669	107.792	0.08900000000000001	30.596999999999998	33.174	Ambra1
NM_020255	0.0	0.0	71.257	103.736	Scand1
NM_133975	194.91400000000002	31.574	31.269000000000002	31.77	Trip12
NM_025396	0.0	0.0	84.21	100.088	Pgls
NM_025546	0.198	1.339	115.596	93.76899999999999	Rsl1d1
NM_001291068	103.773	81.472	176.135	162.1	Polr2a
NM_010657	56.333	1.001	100.441	55.032	Hivep3
NM_001080386	7.47	0.0	68.083	100.322	Clta
NM_001271349	139.14600000000002	11.902999999999999	33.233000000000004	34.634	Fbxw11
NM_197979	0.0	0.0	72.81	104.96799999999999	Uqcr10
NM_009507	230.666	32.093	13.569	13.235999999999999	Vhl
NM_001199276	189.97	41.513000000000005	39.058	56.387	Tnip1
NM_008410	249.739	68.66199999999999	55.333999999999996	62.14	Itm2b
NM_011112	132.908	24.005	67.723	55.885	Papola
NM_008391	185.757	31.024	27.16	42.056999999999995	Irf2
NR_073436	149.849	6.007999999999999	29.854	17.246	Crebzf
NM_001291136	130.526	0.10800000000000001	22.588	22.064	Rprd1b
NM_024433	127.113	0.0	34.115	21.136999999999997	Mtap
NM_011851	166.678	0.0	0.655	0.78	Nt5e
NM_172877	166.417	8.091000000000001	13.837	13.862	Pramef8
NM_001162432	168.738	65.925	94.066	107.79700000000001	Lck
NM_027353	149.36700000000002	17.256	37.839	39.135	Cd2bp2
NM_025589	0.0	0.0	91.024	102.071	Rpl36al
NM_009837	0.18600000000000003	7.635	119.56700000000001	109.311	Cct4
NM_018807	132.52	40.708	75.764	89.184	Plagl2
NM_027892	197.942	34.455999999999996	38.830999999999996	38.174	Ppp1r12a
NM_134009	151.722	34.879	72.88600000000001	64.71	Ncln
NM_146229	264.719	49.303000000000004	19.303	24.555	Dync1li1
NM_001039878	85.95700000000001	0.298	58.49	48.832	Strn4
NM_010312	0.46299999999999997	0.0	92.632	103.522	Gnb2
NM_001242407	159.315	0.01	8.171	7.281000000000001	Fam73b
NM_025983	0.0	0.0	80.653	107.682	Atp5e
NM_029751	0.282	88.375	181.24599999999998	261.518	Rpl18a
NM_001252524	160.305	15.184000000000001	38.352	30.988000000000003	Picalm
NM_025952	154.33100000000002	0.016	13.55	11.78	Magt1
NM_009084	0.622	0.0	38.324	121.788	Rpl37a
NM_001048146	178.36900000000003	11.559000000000001	21.781	15.578	Azi2
NM_001135611	169.614	0.0	2.992	4.061	3110062M04Rik
NM_001256521	239.959	35.229	19.267	18.218	C330006A16Rik
NM_007573	0.313	83.208	237.953	236.38	C1qbp
NM_011908	161.25799999999998	17.157	44.287	34.867	Ubl3
NM_026760	0.408	43.248000000000005	171.268	174.458	2310036O22Rik
NM_001168652	214.885	30.663	16.151	30.484	Lrch4
NM_030259	0.0	0.0	82.82799999999999	112.199	Rilpl2
NM_013865	155.75799999999998	0.243	8.441	15.674000000000001	Ndrg3
NM_026998	142.736	0.0	24.351	20.541	Snx6
NM_001290399	202.86900000000003	21.296	25.849	18.58	Cstf2
NM_026275	194.79	24.229	31.06	29.421999999999997	Ube2r2
NM_130889	0.267	44.076	138.92600000000002	187.06099999999998	Anp32b
NM_011239	0.0	54.192	180.075	196.604	Ranbp1
NM_001302754	169.227	0.0	5.456	7.93	Elmo2
NM_007456	164.236	39.551	62.893	76.303	Ap1m1
NM_001170975	179.359	0.0	2.6189999999999998	1.931	Dbndd1
NM_010633	216.76	28.604	25.872	25.91	Uhmk1
NM_001164079	168.695	0.5720000000000001	11.759	9.269	Tia1
NM_023229	278.849	67.689	62.325	48.486999999999995	Fastk
NM_010261	0.0	13.869000000000002	82.84700000000001	144.877	Rabac1
NM_146035	135.181	0.013000000000000001	21.476	31.531999999999996	Mgat2
NM_013486	0.0	0.028999999999999998	62.38	122.766	Cd2
NM_011814	189.675	36.021	57.61600000000001	53.528	Fxr2
NM_010724	5.069	0.0	49.055	122.993	Psmb8
NM_001282042	203.486	14.818	6.934	14.545	Sh3glb1
NR_104311	0.24	0.022000000000000002	125.214	104.566	Dhx15
NM_153151	199.623	21.424	18.374000000000002	28.04	Acat3
NM_001306222	0.267	34.742	204.28799999999998	153.725	Nfkbib
NM_001252469	160.482	48.528	78.958	96.67200000000001	Bag6
NM_173440	191.595	28.921	45.903	42.409	Nrip1
NM_022410	126.93700000000001	53.175	89.32799999999999	129.039	Myh9
NM_027275	238.327	33.715	18.765	25.045	Ptcd3
NM_024473	227.14	95.259	150.589	122.31200000000001	BC005537
NM_145614	168.928	0.0	9.16	12.922	Dlat
NM_001110504	213.06	24.554000000000002	19.362000000000002	26.961	Capn1
NM_009861	287.423	115.13	108.595	130.341	Cdc42
NM_009937	240.58	19.469	0.733	1.359	Colq
NM_001164709	166.99200000000002	21.587	61.34	44.123000000000005	Syvn1
NM_007480	0.392	15.407	100.318	147.194	Arf5
NM_029884	235.84599999999998	21.766	7.172999999999999	8.282	Hgsnat
NM_001013389	175.071	0.0	6.167999999999999	10.424000000000001	Mrs2
NM_008503	0.0	198.488	377.256	443.42900000000003	Rps2
NM_001199146	182.22799999999998	0.0	5.111000000000001	5.372000000000001	Gpsm1
NM_010517	0.0	24.531	128.72799999999998	158.942	Igfbp4
