Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name
NM_008707	0.0	132.053	66.32	67.967	Nmt1
NM_025359	0.0	111.85700000000001	25.294	38.768	Tspan13
NM_020575	0.134	114.508	44.492	39.473	March7
NM_012032	0.0	140.72299999999998	73.67699999999999	85.149	Serinc3
NM_013614	204.09799999999998	213.42700000000002	90.898	73.915	Odc1
NM_007841	1.7530000000000001	141.662	89.506	84.67200000000001	Ddx6
NM_001080132	2.912	108.765	36.437	33.389	Tmpo
NM_025344	0.0	202.158	173.328	187.69299999999998	Eif3f
NM_029723	0.0	86.463	0.0	0.991	Dapl1
NR_015608	0.35	132.93200000000002	71.44800000000001	76.149	1810058I24Rik
NM_020003	0.0	101.848	16.762	29.883000000000003	Glmp
NM_177682	0.0	98.588	27.124000000000002	20.484	Ccz1
NM_001276403	0.0	135.27200000000002	75.485	81.91	Lef1
NM_010686	0.303	163.281	99.508	132.775	Laptm5
NM_025507	0.0	128.04	82.867	66.043	Snw1
NM_133216	0.0	95.65799999999999	16.793	19.253	Xpnpep1
NM_001290183	0.0	187.33900000000003	193.477	156.349	Ddit3
NM_001163751	0.0	99.738	18.307000000000002	28.671999999999997	Spsb3
NM_001310682	0.0	100.89299999999999	28.3	28.467	Prkcd
NM_027852	0.0	86.226	4.781000000000001	5.67	Rarres2
NM_009536	0.35	212.972	207.774	208.356	Ywhae
NM_001177303	0.23199999999999998	100.124	40.473	25.654	Rara
NM_026055	0.0	132.957	60.007	87.669	Rpl39
NM_001033140	0.0	116.146	42.875	58.175	Sdhaf1
NM_001163632	69.337	184.045	121.91	121.874	Satb1
NM_026919	0.0	124.93299999999999	75.11399999999999	67.725	Tmem258
NM_001205158	0.0	101.185	35.49	33.518	Yipf2
NM_026011	0.0	98.01299999999999	33.659	30.225	Arl8b
NM_001033142	0.204	96.536	31.563000000000002	27.87	Rnf166
NM_007918	0.0	191.197	149.44899999999998	189.245	Eif4ebp1
NM_028868	0.0	118.535	69.389	63.888000000000005	Cxxc1
NM_001164216	0.0	85.14399999999999	6.769	14.148	Romo1
NM_001311094	0.0	103.46799999999999	44.178999999999995	40.924	Rassf5
NR_104434	0.0	98.12	43.074	30.964000000000002	Nr2c2ap
NM_001277095	0.39299999999999996	88.911	24.328000000000003	17.534000000000002	Nfyc
NM_026603	0.163	101.275	37.918	39.49	Denr
NM_008211	0.365	204.24900000000002	165.61	213.792	H3f3b
NM_001164052	0.314	126.19	63.065	83.399	Pik3cd
NM_021494	0.36700000000000005	104.277	43.49	44.4	Dennd5a
NM_025796	0.0	112.552	55.216	58.318999999999996	Mrpl33
NM_001199186	0.106	93.369	23.197	28.930999999999997	Slc44a2
NM_027925	0.0	89.54	11.574000000000002	25.213	Trnau1ap
NM_080456	1.402	136.16299999999998	127.721	87.834	Mrps6
NR_033207	0.0	86.934	24.058000000000003	18.163	2010016I18Rik
NM_001160017	0.235	136.745	84.991	103.01899999999999	Gnb1
NM_133837	0.0	93.215	27.029	32.66	Cdc123
NM_011358	3.245	181.938	156.395	175.563	Srsf2
NM_001012330	0.094	82.126	12.299000000000001	15.519	Zbtb18
NM_013933	0.0	119.73200000000001	97.65299999999999	68.10300000000001	Vapa
NM_001289612	0.0	171.229	203.908	142.939	Zap70
NM_016804	0.0	84.8	22.004	18.873	Mtx2
NR_045893	0.0	157.454	150.173	132.175	Gm11974
NM_001271724	0.0	76.167	4.925	8.181000000000001	Surf1
NM_153788	0.0	87.91	27.27	26.663	Acap1
NM_009156	0.0	110.027	56.7	64.131	Sepw1
NM_011149	8.363	165.727	96.818	160.569	Ppib
NM_008224	0.983	104.36	49.703	55.11600000000001	Hcfc1
NM_009871	0.0	78.064	24.699	9.902999999999999	Cdk5r1
NM_001302642	0.149	72.962	5.91	5.904	Eno2
NM_011529	0.0	84.166	19.164	25.739	Tank
NM_013562	0.201	118.945	87.191	77.362	Ifrd1
NR_003373	14.744000000000002	251.75400000000002	202.75799999999998	305.823	Gm15772
NM_021607	0.0	87.615	26.9	31.7	Ncstn
NM_009637	0.0	109.63	58.305	67.875	Aebp2
NM_025910	115.619	140.438	48.711000000000006	46.007	Mina
NM_001033256	0.0	92.838	53.361000000000004	35.103	Spata5l1
NM_145359	0.262	112.90799999999999	81.336	68.07600000000001	Ubald1
NM_009357	1.5030000000000001	99.18299999999999	40.900999999999996	50.879	Tex261
NM_145965	0.0	84.727	32.765	24.932	Gphn
NM_021462	0.21100000000000002	159.582	109.081	156.389	Mknk2
NM_007622	0.0	92.175	35.345	39.991	Cbx1
NM_008229	0.0	89.12799999999999	35.734	34.536	Hdac2
NM_172457	0.27399999999999997	103.861	42.019	63.056000000000004	Mob3a
NM_001160222	0.124	109.24700000000001	74.719	64.706	Pum2
NM_019748	0.0	93.055	46.405	40.564	Sae1
NM_001195094	0.0	67.396	0.0	1.545	Cfap73
NM_010183	0.0	117.19200000000001	56.766000000000005	87.406	Fbrs
NM_144522	0.0	86.721	31.074	32.328	Tbc1d10b
NM_024176	0.0	107.575	39.989000000000004	73.28699999999999	Drap1
NM_153137	0.0	79.518	14.378	23.483	Traf3ip3
NM_009080	14.168	241.908	194.829	293.863	Rpl26
NM_028782	2.46	178.25900000000001	194.967	172.449	Lonp1
NM_001102650	0.0	76.939	8.582	20.656	Nt5c3b
NM_013759	0.0	70.99	3.595	9.985	Msrb1
NM_025315	0.0	73.304	11.284	13.129000000000001	Med21
NM_021718	0.0	130.076	110.029	101.009	Ms4a4b
NM_011034	0.0	120.61200000000001	81.477	90.65	Prdx1
NM_172529	0.0	78.142	24.521	20.441	Gnptg
NM_001253740	0.162	139.998	89.586	128.595	Tpm3
NM_022328	0.0	103.069	63.631	60.503	Mllt1
NM_133815	0.102	85.624	27.021	35.851	Lbr
NM_173867	65.65899999999999	273.247	291.561	294.15	Rcc2
NM_133185	0.0	70.105	13.465	8.374	Rogdi
NM_001305230	6.681	79.892	22.689	20.781999999999996	Rnf25
NM_001033432	0.0	72.92699999999999	17.025	14.175	Heca
NM_027427	0.17800000000000002	99.689	51.626000000000005	59.027	Taf15
NM_026420	0.0	90.45299999999999	31.217	46.251000000000005	Paip2
NM_026615	0.17	81.822	33.334	27.912	Urm1
NM_009403	6.0329999999999995	127.943	91.818	101.509	Tnfsf8
NM_026487	0.0	82.484	25.485	32.467	Atad1
NM_026364	0.195	89.97399999999999	43.402	42.667	Prpsap1
NM_001077509	0.344	138.813	109.314	124.30799999999999	Tnfrsf9
NM_011655	90.88	278.628	207.615	313.994	Tubb5
NM_001024854	0.0	75.883	18.663	21.975	Timm9
NM_030109	1.2409999999999999	158.762	126.70100000000001	160.315	Sf3b2
NM_001159606	0.0	91.166	49.388000000000005	45.188	Pum1
NM_175103	0.0	117.76799999999999	40.047	102.76899999999999	Bola2
NM_001271469	0.0	81.837	39.954	28.976999999999997	Gabpb1
NM_146165	0.0	101.76899999999999	82.992	57.415	Aimp2
NM_174960	0.0	77.91	11.171	30.533	Gimap9
NM_145465	0.0	89.887	41.049	46.881	Stk24
NM_026753	0.0	86.846	39.989000000000004	41.123000000000005	Fam96b
NM_145929	0.12	87.596	37.278	43.632	Gga1
NM_019639	0.0	108.71600000000001	72.518	76.90100000000001	Ubc
NM_013642	3.3680000000000003	95.40100000000001	69.564	48.165	Dusp1
NM_001289915	0.0	81.648	44.586000000000006	30.52	Cd83
NM_001159662	56.453	103.34100000000001	47.736999999999995	31.281	Ppp1r16b
NM_001177667	0.956	94.104	50.482	54.798	Sptan1
NM_020566	0.0	67.75	13.17	12.386	Dnajc4
NM_145589	0.0	86.415	32.67	45.122	Prr14
NM_178907	0.0	99.82	58.286	65.392	Mapkapk3
NM_001281980	0.0	80.744	31.491999999999997	34.302	Lrmp
NM_008152	2.536	81.195	36.38	32.283	Gpr65
NM_026030	0.145	90.921	46.305	51.226000000000006	Eif2s2
NM_053162	0.0	76.98899999999999	6.57	34.821999999999996	Mrpl34
NM_007987	0.0	78.432	21.603	35.192	Fas
NM_026845	0.0	87.367	48.028	45.941	Ppil1
NM_021887	0.0	125.566	118.09700000000001	103.993	Il21r
NM_008538	0.0	63.16	4.16	9.079	Marcks
NM_025317	0.0	87.691	50.692	45.971000000000004	Mrpl54
NM_028643	10.572000000000001	75.97399999999999	21.116	22.671	Micu2
NM_001302997	0.0	59.115	1.641	1.975	Gng4
NM_001167914	0.0	66.93	17.303	13.607999999999999	Atxn3
NM_001177976	6.822	90.825	47.105	49.244	Irak1
NM_027882	0.06	85.77600000000001	40.786	46.215	Cic
NM_001167910	0.086	81.46	43.74	36.465	Mbtps1
NM_010380	5.038	288.445	329.935	374.411	H2-D1
NM_001080819	30.124000000000002	123.34299999999999	79.15899999999999	89.678	Arid1a
NM_153168	151.938	134.564	34.534	33.271	Lars2
NM_133779	0.285	97.617	70.538	62.605	Pigt
NM_029508	0.0	79.623	39.42	35.314	Pcgf5
NM_025900	0.0	70.148	20.267	22.021	Dek
NM_010422	0.192	58.97	3.4589999999999996	4.031000000000001	Hexb
NM_175256	64.653	121.69	86.20299999999999	59.861999999999995	Heg1
NM_001170485	0.0	97.844	54.165	69.755	Arpc4
NM_026533	0.0	59.879	6.47	5.811	Rps13
NM_011671	0.0	155.136	138.69799999999998	162.95600000000002	Ucp2
NM_001159361	0.08199999999999999	70.65899999999999	20.680999999999997	23.793000000000003	Dip2b
NM_008507	0.0	81.11	58.836000000000006	34.18	Sh2b3
NM_001033302	0.261	79.564	46.244	34.598	Ciart
NM_198109	0.0	63.156000000000006	9.97	11.825999999999999	Ssh1
NM_133976	0.0	107.37100000000001	109.015	73.704	Imp3
NM_010886	0.745	124.677	73.959	119.10600000000001	Ndufa4
NM_001291778	3.7539999999999996	82.398	48.638000000000005	37.421	Map2k7
NM_001290984	0.0	64.725	16.41	13.515999999999998	Asnsd1
NM_025887	0.0	66.439	12.474	18.282	Rab5a
NM_030116	0.0	81.936	40.073	42.105	Mrpl9
NM_016775	0.084	86.24600000000001	53.364	47.451	Dnajc5
NM_016881	0.0	74.816	36.644	29.59	Pmm2
NM_001305990	0.0	73.431	30.191	29.076999999999998	Cnpy3
NM_133810	0.111	75.192	42.031000000000006	29.368000000000002	Stk17b
NM_011803	26.068	152.86700000000002	118.33	147.144	Klf6
NM_011980	0.0	72.709	33.718	27.509	Zfp146
NM_019803	0.184	93.75200000000001	69.479	60.544	Ube2g2
NM_054043	0.0	79.045	35.848	40.429	Msi2
NM_134007	0.0	60.114	5.635	10.411	Cisd1
NM_008408	0.0	105.60799999999999	78.858	82.514	Stt3a
NM_174997	0.07200000000000001	93.495	65.77600000000001	61.792	Fam168b
NM_013901	0.0	64.039	13.265999999999998	17.39	Slc39a1
NM_013706	0.0	156.037	65.417	191.37400000000002	Cd52
NM_026880	2.307	91.36	51.538999999999994	60.81	Pink1
NM_026759	0.0	76.041	19.531	40.556999999999995	Mrpl13
NM_009630	0.0	80.793	68.171	36.145	Adora2a
NR_045485	0.0	74.352	19.402	37.205	Tor2a
NM_009120	1.956	90.05799999999999	67.312	54.388999999999996	Sar1a
NM_021502	0.0	62.283	13.306	15.365	Trappc2l
NM_012055	0.0	88.88799999999999	52.03	58.893	Asns
NM_026949	0.0	66.122	16.316	22.612	Cnot8
NM_009698	0.0	116.837	72.96	110.322	Aprt
NM_023312	0.0	73.491	10.705	39.522	Ndufa13
NR_027943	0.0	106.65799999999999	105.03	80.98899999999999	1110038B12Rik
NM_080633	0.0	98.682	71.098	74.54	Aco2
NM_145824	0.068	60.177	13.472000000000001	12.366	Ranbp10
NM_019732	12.409	77.15100000000001	37.966	30.788	Runx3
NM_133666	0.0	76.562	33.336999999999996	41.168	Ndufv1
NM_172592	0.08900000000000001	63.903	24.938000000000002	17.553	Srek1
NM_026624	0.0	55.387	6.978	6.315	Fam166a
NM_172293	0.0	68.855	26.291	28.415	Pced1b
NM_025339	0.0	58.005	7.3839999999999995	12.001	Tmem42
NM_001042408	0.0	121.573	111.109	112.353	Txnl4a
NM_172630	0.0	55.915	5.254	8.585	Mppe1
NM_016878	0.0	62.736999999999995	15.245	19.832	Dnpep
NM_025567	0.0	132.885	119.241	133.66299999999998	Cyc1
NM_017375	0.0	63.361000000000004	22.641	19.274	Ostf1
NM_019930	0.0	63.082	26.346	17.846	Ranbp9
NM_170760	0.0	66.751	9.798	30.250999999999998	U2af1l4
NM_178635	0.0	58.733000000000004	13.65	12.636	Uvrag
NM_008681	13.75	144.369	139.856	141.365	Ndrg1
NM_001080964	0.0	71.979	33.601	34.496	Sp2
NM_146217	0.0	156.645	166.94099999999997	169.88400000000001	Aars
NM_025516	0.0	69.34100000000001	15.520999999999999	34.783	Ergic3
NM_133781	6.215	89.411	52.175	60.75899999999999	Cab39
NM_175375	0.133	66.545	27.338	25.935	Ankhd1
NM_008413	0.07200000000000001	89.053	67.727	60.485	Jak2
NM_025848	0.0	91.185	58.751999999999995	67.832	Sdhd
NR_045851	0.0	51.988	9.871	1.568	4933433G19Rik
NM_010860	0.0	93.625	17.552	85.006	Myl6
NM_001098837	0.099	94.57799999999999	73.929	70.563	Atxn7l3
NM_016738	0.0	61.621	23.311	18.057000000000002	Rpl13
NR_108026	0.0	54.736999999999995	11.895	7.622000000000001	Gm16740
NM_018858	0.308	82.947	60.272	51.215	Pebp1
NM_031878	0.0	79.405	51.494	47.256	Smarcd2
NM_008377	0.073	61.843999999999994	22.965	20.02	Lrig1
NM_139200	0.0	92.12799999999999	61.379	71.08800000000001	Cytip
NM_009895	2.6889999999999996	178.005	155.181	218.26	Cish
NM_025849	0.0	65.43	7.79	32.068000000000005	Tmem261
NM_178931	0.0	66.79899999999999	20.561	31.18	Tnfrsf14
NM_013771	0.08	67.308	32.118	28.894000000000002	Yme1l1
NM_001168270	0.0	68.134	22.526	33.617	Qars
NM_028291	0.157	66.985	37.393	27.013	Pan3
NM_016978	0.0	63.31	27.726999999999997	22.588	Oat
NM_001159714	2.215	78.232	38.707	48.376999999999995	Prpf31
NM_001205054	0.0	49.372	0.239	2.02	Aga
NM_001159482	0.0	64.16199999999999	27.095	24.69	Rab34
NR_046011	0.0	56.495	12.743	13.18	Particl
NM_145979	1.021	146.447	159.075	154.466	Chd4
NM_015781	0.0	76.26899999999999	44.702	44.482	Nap1l1
NM_001281976	0.19899999999999998	61.623999999999995	14.222999999999999	23.548000000000002	Ctla4
NR_033136	0.0	129.654	159.352	121.145	Atf5
NM_001311141	0.0	55.218	6.3870000000000005	13.234000000000002	Il12rb2
NM_026472	0.0	86.935	78.57300000000001	57.574	Nifk
NM_028020	0.311	66.575	26.528000000000002	30.776	Cpsf3l
NM_033072	0.27	81.514	54.775	53.273999999999994	Mbd6
NM_029023	0.0	55.893	8.038	14.539000000000001	Scpep1
NM_153557	0.0	53.145	2.041	10.767000000000001	BC029214
NM_144900	0.19699999999999998	180.886	215.701	210.718	Atp1a1
NM_146099	0.094	65.264	28.086	28.405	Wbp1l
NM_011432	0.0	75.493	40.452	46.357	Snrpc
NM_011113	1.045	65.058	37.997	24.823	Plaur
NM_013755	3.174	65.694	24.263	28.623	Gyg
NM_144868	0.05	68.39699999999999	39.789	32.105	Pcnxl3
NM_144872	0.0	58.193000000000005	18.827	17.340999999999998	Eml3
NR_045997	0.37	56.11600000000001	16.538	13.504000000000001	1700113A16Rik
NM_030717	0.0	51.451	5.484	7.44	Lactb
NM_001111267	0.0	73.227	48.258	39.728	Ncoa7
NM_153141	0.0	76.487	52.2	45.281000000000006	Carm1
NM_001267808	8.265	153.542	86.24700000000001	187.49400000000003	H2-L
NM_021284	1.01	67.878	39.702	30.57	Kras
NM_001024622	0.0	53.765	14.074000000000002	10.138	Pcnp
NM_001165995	0.0	56.547	20.625999999999998	14.342	Arfrp1
NM_008927	0.305	63.59	17.516	29.525	Map2k1
NM_001301345	0.938	111.95700000000001	97.23899999999999	105.131	Hnrnpk
NM_001081029	0.369	59.681999999999995	20.305999999999997	20.693	Tmem243
NM_026768	0.0	70.199	25.682	41.032	Mrps18a
NM_133934	0.226	72.995	33.929	44.284	Isy1
NR_002853	0.0	47.957	2.128	2.383	Airn
NM_001253894	0.11900000000000001	84.266	55.438	61.51	Dnm2
NM_178687	0.0	49.595	3.608	5.524	Cd226
NM_001128606	0.424	95.48299999999999	62.105	82.53299999999999	Epb41
NM_008979	0.0	78.066	62.445	46.942	Ptpn22
NM_016849	0.179	77.452	42.92100000000001	51.351000000000006	Irf3
NM_172652	0.0	64.752	29.573	29.305	Kansl3
NR_126158	0.0	56.705	11.713	18.379	Phf1
NM_011874	0.255	116.079	107.272	112.29899999999999	Psmc4
NM_001145979	0.124	80.745	55.111999999999995	55.082	Gtpbp2
NM_026007	2.5660000000000003	149.97799999999998	161.543	164.736	Eef1g
NM_011873	0.19899999999999998	128.369	104.696	138.851	Dazap2
NM_181586	0.0	54.508	9.939	14.949000000000002	Sirt6
NM_153176	0.0	58.586000000000006	18.635	20.807	Spg7
NM_020012	0.0	53.382	9.15	12.898	Rnf14
NM_053168	0.16	62.045	28.97	24.968000000000004	Trim11
NM_013535	0.0	86.755	57.105	67.794	Grcc10
NM_016898	5.263999999999999	112.242	116.75399999999999	99.109	Cd164
NR_040728	0.0	65.02	60.023999999999994	22.689	1700110K17Rik
NM_146091	0.0	66.812	32.926	34.356	Atl3
NM_025352	0.0	241.705	254.104	329.23	Uqcrq
NM_001311113	0.107	67.263	44.208999999999996	32.416	Syncrip
NM_001164598	53.378	126.115	92.322	98.887	Irf2bp2
NM_134116	0.0	68.946	21.123	43.00899999999999	Gpsm3
NM_145939	0.0	73.99	62.756	41.528999999999996	Alg3
NM_008031	0.0	50.864	5.961	10.658	Fmr1
NM_019411	0.18899999999999997	125.245	133.472	126.15799999999999	Ppp2ca
NR_028419	0.0	72.574	53.023999999999994	41.726000000000006	Tmem179b
NM_001081290	7.902	94.54	79.58800000000001	73.286	Prrc2c
NM_027213	0.0	56.336999999999996	20.779	18.053	Med6
NM_177876	0.0	68.845	38.273	38.946	Vps37b
NM_010362	0.0	78.058	44.813	56.353	Gsto1
NM_025602	0.0	60.934	26.901	26.408	Ccdc59
NM_146019	0.05	64.994	29.52	34.253	Chd3
NM_001289474	0.059000000000000004	61.211999999999996	26.212	27.467	Erbb2ip
NM_001253880	0.0	51.985	10.156	13.272	Mtf2
NM_001077698	0.0	91.834	62.29	80.046	Fmnl1
NM_001166456	0.0	79.943	60.348	56.391000000000005	Slc38a1
NR_038130	0.0	43.701	0.0	0.23399999999999999	4930474N09Rik
NM_001284314	0.0	52.263999999999996	17.952	12.615	Ube2j2
NM_008977	0.0	62.37	32.308	29.237	Ptpn2
NM_001081196	0.127	73.484	44.413999999999994	48.528999999999996	Hnrnpul2
NM_018794	0.0	77.755	57.735	53.58	Atp6ap1
NM_146116	0.0	108.10799999999999	91.65100000000001	106.072	Tubb4b
NM_172397	203.732	179.467	98.58	95.339	Limd2
NM_001141965	0.0	57.07	23.51	21.39	Naa20
NM_001033422	0.191	53.678999999999995	21.275	15.05	Thoc2
NM_019511	2.086	68.471	33.895	40.328	Ramp3
NM_007412	0.0	43.513000000000005	0.746	0.467	Gpr182
NM_029497	0.0	55.188	20.354	18.732	Urb1
NM_008129	0.0	51.916000000000004	4.622	17.320999999999998	Gclm
NM_001252588	0.0	44.468999999999994	0.0	3.41	Tspan4
NM_013536	0.349	92.125	48.013000000000005	87.12	Emg1
NM_138586	0.0	66.999	26.531	42.093	Exosc5
NM_001289695	0.09300000000000001	61.669	25.705	31.48	Zfp740
NM_019770	0.0	52.657	16.858	15.829	Tmed2
NM_001033313	0.165	66.91199999999999	33.137	40.314	Pdap1
NM_016676	0.10300000000000001	88.495	77.868	71.65100000000001	Rab10
NM_001304267	0.0	50.657	0.547	16.684	Tmem265
NM_019925	0.0	92.979	91.619	77.20100000000001	Gpr132
NM_146239	0.2	70.785	55.607	42.11600000000001	Cdk17
NM_001145902	0.253	69.32600000000001	42.483000000000004	43.2	Arhgap1
NR_003363	0.0	115.26700000000001	83.116	126.256	Gm6548
NM_001042660	0.0	49.335	16.706	10.205	Smad7
NM_031408	0.0	65.535	35.766	37.957	Gigyf1
NM_001146324	0.0	48.942	12.113	10.952	Hps3
NM_001281472	0.34299999999999997	153.691	97.49	201.082	Psme2b
NM_030018	0.0	45.715	4.237	6.693	Tmem50b
NM_013762	0.0	75.889	43.315	57.443999999999996	Rpl3
NM_008944	0.0	95.47399999999999	43.81399999999999	97.721	Psma2
NM_010444	424.25699999999995	481.144	782.0219999999999	350.68	Nr4a1
NR_040364	2.562	44.376000000000005	2.855	2.898	9430091E24Rik
NM_019966	0.0	43.818000000000005	2.3	3.93	Mlycd
NM_001081379	4.162	91.791	79.0	77.032	Ankrd11
NM_001039151	0.0	55.854	20.379	23.524	Cd44
NM_027000	0.142	86.544	87.39	66.898	Gtpbp4
NM_145544	0.0	58.775	28.16	27.276999999999997	Rap1gds1
NM_019929	0.0	56.1	25.763	22.525	Sumo3
NM_001030307	0.0	72.782	56.913999999999994	47.901	Dkc1
NM_133982	0.0	41.571999999999996	0.0	0.6679999999999999	Rpp25
NR_133574	0.17600000000000002	53.44	29.566999999999997	16.284000000000002	Pcgf6
NM_001130452	337.586	258.251	149.945	144.695	Nfe2l1
NM_029748	0.0	78.717	74.638	55.256	Tmem234
NM_025486	0.0	61.294	37.0	30.628	Tmem208
NM_145514	0.0	62.019	35.417	32.586	Wdr26
NM_019649	0.0	71.498	43.201	49.885	Clptm1
NM_001163432	0.0	57.13	23.252	26.230999999999998	Clk2
NM_001115151	0.0	55.034	19.027	23.241999999999997	Uspl1
NM_008782	0.0	42.532	0.0	3.3489999999999998	Pax5
NM_010090	0.0	156.721	214.43200000000002	175.282	Dusp2
