chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr1	1	43169178	25575	0.0	0.0	0.0	25575.0	27838.0	43168532	0.0	0.0	0.0	15.0	14.2
chr1	1	91049783	25587	0.0	0.0	0.0	25587.0	27848.0	91049283	0.0	0.0	0.0	15.0	14.2
chr1	1	191126194	25608	0.0	0.0	0.0	25608.0	27862.0	191125694	0.0	0.0	0.0	15.0	14.2
chr13	14	9738664	25953	0.0	0.0	0.0	25953.0	28183.0	9738164	0.0	0.0	0.0	15.0	14.2
chr8	10	35124240	23292	0.0	0.0	0.0	23292.0	25921.0	35123740	0.0	0.0	0.0	18.5	17.5
chr9	12	123948328	27557	0.0	0.0	0.0	26290.0	27557.0	123947828	0.0	0.0	0.0	14.4	15.0
chr16	17	17012721	23953	0.0	0.0	0.0	22018.0	23953.0	17012221	0.0	0.0	0.0	20.8	21.7
chr1	1	172203810	26952	0.0	0.0	0.0	26952.0	29019.0	172203310	0.0	0.0	0.0	13.3	12.5
chr5	6	140733613	27083	0.0	0.0	0.0	27083.0	29235.0	140733113	0.0	0.0	0.0	13.3	12.5
chr2	2	71354423	24433	0.0	0.0	0.0	22847.0	24433.0	71353923	0.0	0.0	0.0	19.1	20.0
chr18	20	49722417	31396	0.0	0.0	0.0	31396.0	32114.0	49721917	0.0	0.0	0.0	9.82	9.18
chr8	10	123343577	30935	0.0	0.0	0.0	30935.0	31951.0	123343077	0.0	0.0	0.0	9.82	9.18
chr3	4	9925476	28584	0.0	0.0	0.0	28584.0	30647.0	9924836	0.0	0.0	0.0	11.6	10.8
chr5	6	23606455	28636	0.0	0.0	0.0	28636.0	30695.0	23605955	0.0	0.0	0.0	11.6	10.8
chr5	6	62779777	20173	0.0	0.0	0.0	20173.0	23356.0	62779061	0.0	0.0	0.0	24.3	22.5
chr1	1	160051284	26130	0.0	0.0	0.0	26130.0	28373.0	160050784	0.0	0.0	0.0	14.4	13.3
chr3	4	89667711	31821	0.0	0.0	0.0	32250.0	31821.0	89667211	0.0	0.0	0.0	8.66	9.18
chr1	1	40397780	31755	0.0	0.0	0.0	32126.0	31755.0	40397280	0.0	0.0	0.0	8.66	9.18
chr7	8	74459657	25415	0.0	0.0	0.0	24026.0	25415.0	74459157	0.0	0.0	0.0	17.3	18.4
chr2	2	33543777	25281	0.0	0.0	0.0	23892.0	25281.0	33543277	0.0	0.0	0.0	17.3	18.4
chr17	18	25971981	30489	0.0	0.0	0.0	29607.0	30489.0	25971481	0.0	0.0	0.0	11.0	11.7
chr9	12	13447308	28078	0.0	0.0	0.0	27176.0	28078.0	13446808	0.0	0.0	0.0	13.3	14.2
chr13	14	20143412	28185	0.0	0.0	0.0	27296.0	28185.0	20142770	0.0	0.0	0.0	13.3	14.2
chr8	10	14975104	28057	0.0	0.0	0.0	27152.0	28057.0	14974604	0.0	0.0	0.0	13.3	14.2
chr9	12	61388458	22258	0.0	0.0	0.0	22258.0	25469.0	61387830	0.0	0.0	0.0	20.2	18.4
chr13	14	58444248	20275	0.0	0.0	0.0	18347.0	20275.0	58443242	0.0	0.0	0.0	28.9	30.9
chr9	12	5314151	29337	0.0	0.0	0.0	29337.0	31405.0	5313651	0.0	0.0	0.0	11.0	10.0
chr19	21	5253066	26900	0.0	0.0	0.0	26900.0	29831.0	5252436	0.0	0.0	0.0	13.9	12.5
chr14	11	65490728	26822	0.0	0.0	0.0	26822.0	29655.0	65490060	0.0	0.0	0.0	13.9	12.5
chr2	2	102748172	27263	0.0	0.0	0.0	26508.0	27263.0	102747672	0.0	0.0	0.0	13.9	15.0
chr1	1	64486404	27194	0.0	0.0	0.0	26466.0	27194.0	64485904	0.0	0.0	0.0	13.9	15.0
chr4	5	46564442	24488	0.0	0.0	0.0	23208.0	24488.0	46563942	0.0	0.0	0.0	18.5	20.0
chr10	9	18329897	31441	0.0	0.0	0.0	31840.0	31441.0	18329397	0.0	0.0	0.0	9.24	10.0
chr19	21	42727831	31715	0.0	0.0	0.0	32093.0	31715.0	42727331	0.0	0.0	0.0	9.24	10.0
chr11	13	98766275	31503	0.0	0.0	0.0	31902.0	31503.0	98765647	0.0	0.0	0.0	9.24	10.0
chr12	15	8787702	22674	0.0	0.0	0.0	22674.0	26037.0	8787030	0.0	0.0	0.0	19.6	17.5
chr10	9	44428214	24517	0.0	0.0	0.0	24517.0	27572.0	44427714	0.0	0.0	0.0	16.8	15.0
chr17	18	73875841	22773	0.0	0.0	0.0	22773.0	26166.0	73875341	0.0	0.0	0.0	19.6	17.5
chr1	1	184060334	28093	0.0	0.0	0.0	28093.0	30613.0	184059834	0.0	0.0	0.0	12.1	10.8
chr8	10	34652420	21023	0.0	0.0	0.0	21023.0	24577.0	34651662	0.0	0.0	0.0	22.5	20.0
chr9	12	45252733	6266	23196.0	0.0	27232.0	3759.0	6266.0	45250197	22.8	0.0	13.2	104.0	105.1
chr5	6	21367432	25713	0.0	0.0	0.0	25713.0	28511.0	21366804	0.0	0.0	0.0	15.0	13.3
chr9	12	62425149	19685	0.0	0.0	0.0	19685.0	23450.0	62424517	0.0	0.0	0.0	25.4	22.5
chr19	21	47888445	19520	0.0	0.0	0.0	17706.0	19520.0	47887615	0.0	0.0	0.0	30.6	33.4
chr7	8	105395439	13987	0.0	0.0	0.0	13987.0	18360.0	105394645	0.0	0.0	0.0	41.6	36.7
chr2	2	18976533	24707	0.0	0.0	0.0	24707.0	27868.0	18976033	0.0	0.0	0.0	16.2	14.2
chr2	2	158556639	23912	0.0	0.0	30936.0	23912.0	26260.0	158555927	0.0	0.0	8.67	17.3	16.7
chr3	4	101715219	28462	0.0	0.0	0.0	28130.0	28462.0	101714719	0.0	0.0	0.0	12.1	13.3
chr18	20	67733957	30986	0.0	0.0	0.0	31402.0	30986.0	67733457	0.0	0.0	0.0	9.82	10.8
chr16	17	10841453	30947	0.0	0.0	0.0	31303.0	30947.0	10840953	0.0	0.0	0.0	9.82	10.8
chr9	12	14943630	30800	0.0	0.0	0.0	30944.0	30800.0	14943130	0.0	0.0	0.0	9.82	10.8
chr2	2	75781598	31100	0.0	0.0	34002.0	30577.0	31100.0	75781098	0.0	0.0	5.93	9.82	10.0
chr18	20	20892302	26435	0.0	0.0	0.0	26435.0	29807.0	20891802	0.0	0.0	0.0	14.4	12.5
chr12	15	54353774	26343	0.0	0.0	0.0	26343.0	29556.0	54353136	0.0	0.0	0.0	14.4	12.5
chr12	15	85973752	23897	0.0	0.0	0.0	22688.0	23897.0	85973252	0.0	0.0	0.0	19.6	21.7
chr15	16	36565990	16227	0.0	0.0	0.0	16227.0	20587.0	36565490	0.0	0.0	0.0	34.7	30.0
chr7	8	35992919	32350	0.0	0.0	0.0	34111.0	32350.0	35992419	0.0	0.0	0.0	7.51	8.34
chr14	11	79314042	32542	0.0	0.0	0.0	34285.0	32542.0	79313542	0.0	0.0	0.0	7.51	8.34
chr19	21	32826398	32654	0.0	0.0	0.0	34363.0	32654.0	32825898	0.0	0.0	0.0	7.51	8.34
chr9	12	103233245	28774	0.0	0.0	0.0	28774.0	31424.0	103232597	0.0	0.0	0.0	11.6	10.0
chr19	21	41283579	22512	0.0	0.0	0.0	21198.0	22512.0	41283079	0.0	0.0	0.0	22.5	25.0
chr12	15	91269743	26498	0.0	0.0	0.0	25941.0	26498.0	91269243	0.0	0.0	0.0	15.0	16.7
chr15	16	58750292	26835	0.0	0.0	32540.0	26835.0	28853.0	58749660	0.0	0.0	7.76	13.9	13.3
chr11	13	86622219	28144	0.0	0.0	0.0	27851.0	28144.0	86621719	0.0	0.0	0.0	12.7	14.2
chr5	6	142891993	21010	0.0	0.0	0.0	19618.0	21010.0	142891211	0.0	0.0	0.0	25.4	28.4
chr8	10	22786565	15039	0.0	0.0	0.0	15039.0	19639.0	22785325	0.0	0.0	0.0	38.1	32.5
chr19	21	11364227	26192	0.0	0.0	0.0	25543.0	26192.0	11363727	0.0	0.0	0.0	15.6	17.5
chrX	3	77430802	28062	0.0	0.0	30503.0	28062.0	29863.0	77429938	0.0	0.0	9.58	12.7	12.5
chr10	9	12832918	25339	0.0	0.0	29910.0	25339.0	27559.0	12832082	0.0	0.0	10.0	15.6	15.0
chr1	1	95656440	22887	0.0	0.0	0.0	21816.0	22887.0	95655940	0.0	0.0	0.0	20.8	23.4
chr1	1	55812740	29888	0.0	0.0	0.0	29702.0	29888.0	55812240	0.0	0.0	0.0	10.4	11.7
chr4	5	135521263	27351	0.0	0.0	0.0	27047.0	27351.0	135520763	0.0	0.0	0.0	13.3	15.0
chr11	13	100732765	27628	0.0	0.0	0.0	27256.0	27628.0	100732125	0.0	0.0	0.0	13.3	15.0
chr15	16	64068380	13510	0.0	0.0	19421.0	10819.0	13510.0	64067054	0.0	0.0	31.5	54.3	56.7
chr12	15	91778800	32661	0.0	0.0	34159.0	32661.0	32493.0	91778300	0.0	0.0	5.93	8.66	8.34
chr14	11	121409078	23781	0.0	0.0	0.0	23781.0	27710.0	121408578	0.0	0.0	0.0	17.9	15.0
chr11	13	99177314	23724	0.0	0.0	0.0	23724.0	27627.0	99176814	0.0	0.0	0.0	17.9	15.0
chr9	12	123272720	16554	29080.0	0.0	0.0	16554.0	19661.0	123271602	13.0	0.0	0.0	33.5	32.5
chr14	11	121261894	21462	0.0	0.0	0.0	21462.0	25601.0	121261148	0.0	0.0	0.0	22.0	18.4
chr9	12	96158527	31967	0.0	0.0	0.0	33400.0	31967.0	96158027	0.0	0.0	0.0	8.09	9.18
chr10	9	40133942	31974	0.0	0.0	0.0	33430.0	31974.0	40133442	0.0	0.0	0.0	8.09	9.18
chr8	10	33986100	29346	0.0	0.0	0.0	29309.0	29346.0	33985600	0.0	0.0	0.0	11.0	12.5
chr14	11	118124230	29668	0.0	0.0	0.0	29543.0	29668.0	118123730	0.0	0.0	0.0	11.0	12.5
chr18	20	75339249	26073	0.0	0.0	0.0	26073.0	29823.0	75338507	0.0	0.0	0.0	15.0	12.5
chr8	10	94399319	25812	0.0	0.0	0.0	25812.0	29369.0	94398819	0.0	0.0	0.0	15.0	12.5
chr3	4	60589280	25664	0.0	0.0	0.0	25664.0	29107.0	60588780	0.0	0.0	0.0	15.0	12.5
chr12	15	34433688	25936	0.0	0.0	0.0	25936.0	29555.0	34433040	0.0	0.0	0.0	15.0	12.5
chr15	16	76318143	23079	0.0	0.0	0.0	23079.0	27063.0	76317509	0.0	0.0	0.0	19.1	15.9
chr5	6	147363238	15399	0.0	0.0	21944.0	15399.0	18825.0	147362348	0.0	0.0	23.7	37.0	35.0
chr17	18	63922393	31664	0.0	0.0	31886.0	31371.0	31664.0	63921893	0.0	0.0	8.21	9.82	10.0
chr5	6	149459422	29948	0.0	0.0	32162.0	29948.0	31267.0	149458786	0.0	0.0	7.76	10.4	10.0
chr8	10	114890978	28658	0.0	0.0	31622.0	27736.0	28658.0	114890340	0.0	0.0	8.21	12.7	13.3
chr10	9	93205475	25075	0.0	0.0	0.0	24523.0	25075.0	93204975	0.0	0.0	0.0	16.8	19.2
chr14	11	62845804	27044	0.0	0.0	0.0	26821.0	27044.0	62845178	0.0	0.0	0.0	13.9	15.9
chr5	6	34166233	26778	0.0	0.0	0.0	26573.0	26778.0	34165733	0.0	0.0	0.0	13.9	15.9
chr11	13	113537594	26986	0.0	0.0	0.0	26754.0	26986.0	113537094	0.0	0.0	0.0	13.9	15.9
chr18	20	4523807	28972	0.0	0.0	33478.0	28972.0	30978.0	4523179	0.0	0.0	6.84	11.6	10.8
chr14	11	25502007	24192	0.0	0.0	0.0	24192.0	28206.0	25501047	0.0	0.0	0.0	17.3	14.2
chr11	13	48935592	14021	27744.0	0.0	0.0	14021.0	17654.0	48933984	14.8	0.0	0.0	41.6	39.2
chr10	9	67727529	31455	0.0	0.0	31148.0	31028.0	31455.0	67727029	0.0	0.0	8.67	9.82	10.0
chr9	12	55125818	21038	0.0	0.0	0.0	21038.0	25465.0	55125318	0.0	0.0	0.0	22.5	18.4
chr3	4	96738255	31159	0.0	0.0	0.0	32253.0	31159.0	96737755	0.0	0.0	0.0	8.66	10.0
chr7	8	118922869	31354	0.0	0.0	0.0	32446.0	31354.0	118922369	0.0	0.0	0.0	8.66	10.0
chr2	2	34486011	31086	0.0	0.0	0.0	32188.0	31086.0	34485511	0.0	0.0	0.0	8.66	10.0
chr15	16	83168478	31620	0.0	0.0	0.0	32758.0	31620.0	83167978	0.0	0.0	0.0	8.66	10.0
chr9	12	40784095	25037	0.0	0.0	23952.0	22969.0	25037.0	40783459	0.0	0.0	19.2	19.1	19.2
chr11	13	118336236	24689	0.0	0.0	0.0	24147.0	24689.0	118335610	0.0	0.0	0.0	17.3	20.0
chr6	7	89296788	26231	0.0	0.0	0.0	26231.0	30101.0	89296288	0.0	0.0	0.0	14.4	11.7
chr1	1	189602775	26132	0.0	0.0	0.0	26132.0	29926.0	189602275	0.0	0.0	0.0	14.4	11.7
chr6	7	99396885	27109	0.0	0.0	0.0	27109.0	30731.0	99396199	0.0	0.0	0.0	13.3	10.8
chr10	9	99581179	27227	0.0	0.0	0.0	27227.0	30844.0	99580535	0.0	0.0	0.0	13.3	10.8
chr1	1	54610241	31035	0.0	0.0	30515.0	30485.0	31035.0	54609741	0.0	0.0	9.12	9.82	10.0
chr3	4	142443317	26283	0.0	0.0	26853.0	24752.0	26283.0	142442817	0.0	0.0	13.7	16.2	16.7
chr19	21	10273232	28996	0.0	0.0	32646.0	28996.0	30996.0	10272504	0.0	0.0	7.76	11.6	10.8
chr16	17	38730806	19066	0.0	0.0	22772.0	19066.0	22146.0	38729936	0.0	0.0	21.9	27.1	25.9
chr5	6	111688393	23597	0.0	0.0	27901.0	23597.0	26313.0	111687765	0.0	0.0	12.3	17.9	16.7
chr1	1	88554891	26224	0.0	0.0	0.0	26118.0	26224.0	88554261	0.0	0.0	0.0	14.4	16.7
chr13	14	73749106	16813	0.0	0.0	21663.0	16813.0	20276.0	73748454	0.0	0.0	24.6	32.9	30.9
chr6	7	54831820	17165	0.0	0.0	19891.0	17165.0	20147.0	54830914	0.0	0.0	29.7	31.8	30.9
chr3	4	108296335	31167	0.0	0.0	30248.0	30651.0	31167.0	108295835	0.0	0.0	9.58	9.82	10.0
chr6	7	70814822	25854	0.0	0.0	0.0	25761.0	25854.0	70814322	0.0	0.0	0.0	15.0	17.5
chr3	4	136743256	18918	0.0	0.0	22082.0	18918.0	21934.0	136742598	0.0	0.0	23.3	27.1	25.9
chr3	4	130804918	18448	0.0	0.0	22455.0	18448.0	21624.0	130804160	0.0	0.0	22.4	28.3	26.7
chr1	1	34859441	29691	0.0	0.0	0.0	29691.0	32150.0	34858773	0.0	0.0	0.0	10.4	8.34
chr4	5	122892917	29881	0.0	0.0	0.0	29881.0	32267.0	122892417	0.0	0.0	0.0	10.4	8.34
chr11	13	76153929	25382	0.0	0.0	0.0	25382.0	29515.0	76153429	0.0	0.0	0.0	15.6	12.5
chr16	17	22432089	23811	0.0	0.0	23811.0	22747.0	25175.0	22431339	0.0	0.0	19.6	19.6	19.2
chr6	7	119367599	30738	0.0	0.0	0.0	31714.0	30738.0	119367099	0.0	0.0	0.0	9.24	10.8
chr17	18	8092258	30959	0.0	0.0	0.0	32045.0	30959.0	8091758	0.0	0.0	0.0	9.24	10.8
chr10	9	39975465	30831	0.0	0.0	0.0	31844.0	30831.0	39974965	0.0	0.0	0.0	9.24	10.8
chr8	10	94910524	30037	0.0	0.0	30331.0	30037.0	31387.0	94910024	0.0	0.0	9.58	10.4	10.0
chr10	9	67105316	28117	0.0	0.0	0.0	28284.0	28117.0	67104816	0.0	0.0	0.0	12.1	14.2
chr5	6	73206697	18470	0.0	0.0	0.0	18470.0	23358.0	73205657	0.0	0.0	0.0	28.3	22.5
chr18	20	76893176	15503	0.0	0.0	20913.0	15503.0	19241.0	76892068	0.0	0.0	26.9	37.0	34.2
chr3	4	101237401	9721	0.0	0.0	0.0	9721.0	15650.0	101235653	0.0	0.0	0.0	58.9	46.7
chr1	1	55958785	26463	0.0	0.0	27383.0	26463.0	28352.0	55958161	0.0	0.0	12.8	13.9	13.3
chr9	12	72286396	28100	0.0	0.0	30354.0	27193.0	28100.0	72285740	0.0	0.0	9.58	13.3	14.2
chr3	4	127869401	28600	0.0	0.0	0.0	28600.0	31825.0	127868727	0.0	0.0	0.0	11.6	9.18
chr13	14	43457883	14599	0.0	0.0	0.0	13350.0	14599.0	43456237	0.0	0.0	0.0	43.9	51.7
chr3	4	108389710	30662	0.0	0.0	30249.0	29840.0	30662.0	108389210	0.0	0.0	9.58	10.4	10.8
chr3	4	104461907	27554	0.0	0.0	0.0	27554.0	31165.0	104461407	0.0	0.0	0.0	12.7	10.0
chr10	9	14048787	22988	0.0	0.0	0.0	22988.0	27560.0	14048287	0.0	0.0	0.0	19.1	15.0
chr2	2	70930116	22846	0.0	0.0	0.0	22846.0	27254.0	70929616	0.0	0.0	0.0	19.1	15.0
chr18	20	65692166	25214	0.0	0.0	0.0	25072.0	25214.0	65691666	0.0	0.0	0.0	16.2	19.2
chr10	9	126935811	29483	0.0	0.0	31696.0	28803.0	29483.0	126935311	0.0	0.0	8.21	11.6	12.5
chr12	15	77114071	22079	0.0	0.0	26219.0	20537.0	22079.0	77113297	0.0	0.0	15.1	23.7	25.9
chr8	10	69938650	11279	33580.0	0.0	0.0	11279.0	16507.0	69937020	8.64	0.0	0.0	52.0	43.4
chr17	18	73225557	30511	0.0	0.0	0.0	31375.0	30511.0	73225057	0.0	0.0	0.0	9.82	11.7
chr2	2	37565885	29941	0.0	0.0	0.0	30561.0	29941.0	37565385	0.0	0.0	0.0	9.82	11.7
chr4	5	132208496	30024	0.0	0.0	0.0	30703.0	30024.0	132207996	0.0	0.0	0.0	9.82	11.7
chr10	9	117888855	30276	0.0	0.0	0.0	31055.0	30276.0	117888355	0.0	0.0	0.0	9.82	11.7
chr19	21	18591472	20603	0.0	0.0	22406.0	20603.0	23639.0	18590972	0.0	0.0	22.8	23.7	22.5
chr4	5	115963619	26363	0.0	0.0	26363.0	26186.0	27951.0	115962967	0.0	0.0	14.6	14.4	14.2
chr7	8	142357841	26866	0.0	0.0	0.0	27145.0	26866.0	142357341	0.0	0.0	0.0	13.3	15.9
chr2	2	33031060	26682	0.0	0.0	0.0	26965.0	26682.0	33030560	0.0	0.0	0.0	13.3	15.9
chr19	21	32320840	14218	0.0	0.0	0.0	14218.0	20044.0	32320208	0.0	0.0	0.0	41.0	31.7
chr10	9	96408458	18651	0.0	0.0	0.0	17828.0	18651.0	96407662	0.0	0.0	0.0	30.0	35.9
chr12	15	84179536	24969	0.0	0.0	0.0	24969.0	29568.0	84179036	0.0	0.0	0.0	16.2	12.5
chr17	18	84850845	19084	0.0	0.0	0.0	19084.0	24342.0	84850345	0.0	0.0	0.0	27.1	20.9
chr6	7	71331066	30095	34661.0	0.0	0.0	28673.0	30095.0	71330428	7.41	0.0	0.0	11.6	11.7
chr4	5	48012888	20982	0.0	0.0	0.0	20399.0	20982.0	48012246	0.0	0.0	0.0	23.7	28.4
chr14	11	53135145	29651	0.0	0.0	30776.0	28887.0	29651.0	53134645	0.0	0.0	9.12	11.6	12.5
chr1	1	80875051	26939	0.0	0.0	31369.0	26939.0	29892.0	80874551	0.0	0.0	8.21	13.3	11.7
chr1	1	160794941	23875	0.0	0.0	0.0	23875.0	28375.0	160794299	0.0	0.0	0.0	17.3	13.3
chr6	7	136543851	26351	0.0	0.0	0.0	26627.0	26351.0	136543219	0.0	0.0	0.0	13.9	16.7
chr13	14	111252142	26521	0.0	0.0	0.0	26809.0	26521.0	111251642	0.0	0.0	0.0	13.9	16.7
chr6	7	54107690	26811	0.0	0.0	26895.0	25756.0	26811.0	54107058	0.0	0.0	13.7	15.0	15.9
chr5	6	86099667	29207	0.0	0.0	0.0	29920.0	29207.0	86099167	0.0	0.0	0.0	10.4	12.5
chr13	14	74642833	32518	0.0	0.0	0.0	34612.0	32518.0	74642333	0.0	0.0	0.0	6.93	8.34
chr10	9	21903307	28708	0.0	0.0	27597.0	27800.0	28708.0	21902807	0.0	0.0	12.8	12.7	13.3
chr1	1	51105639	22433	0.0	0.0	0.0	22433.0	27184.0	51105007	0.0	0.0	0.0	19.6	15.0
chr15	16	78713644	21169	30381.0	0.0	30082.0	18820.0	21169.0	78712524	11.7	0.0	10.0	27.7	28.4
chr15	16	57879196	24306	0.0	0.0	0.0	24206.0	24306.0	57878518	0.0	0.0	0.0	17.3	20.9
chr7	8	16536845	28587	0.0	0.0	0.0	29265.0	28587.0	16536219	0.0	0.0	0.0	11.0	13.3
chr2	2	105448544	29104	0.0	0.0	0.0	29104.0	32199.0	105448044	0.0	0.0	0.0	11.0	8.34
chr4	5	121012379	29176	0.0	0.0	0.0	29176.0	32266.0	121011879	0.0	0.0	0.0	11.0	8.34
chr5	6	129063798	23238	0.0	0.0	26099.0	23238.0	26321.0	129063168	0.0	0.0	15.1	18.5	16.7
chr2	2	119196208	28561	0.0	0.0	33122.0	28561.0	31112.0	119195574	0.0	0.0	6.84	11.6	10.0
chr13	14	25116484	27670	0.0	0.0	28387.0	26788.0	27670.0	25115858	0.0	0.0	11.9	13.9	15.0
chr11	13	75561430	17662	0.0	0.0	0.0	17006.0	17662.0	75560302	0.0	0.0	0.0	32.3	39.2
chr16	17	23350993	26130	0.0	0.0	0.0	26407.0	26130.0	23350493	0.0	0.0	0.0	14.4	17.5
chr8	10	33854357	25919	0.0	0.0	0.0	26256.0	25919.0	33853733	0.0	0.0	0.0	14.4	17.5
chr12	15	111726581	26052	0.0	0.0	0.0	26357.0	26052.0	111726081	0.0	0.0	0.0	14.4	17.5
chr1	1	88565620	29044	0.0	0.0	30193.0	29044.0	31043.0	88565120	0.0	0.0	9.58	11.0	10.0
chr19	21	5810849	29832	34999.0	0.0	0.0	28464.0	29832.0	5810349	7.41	0.0	0.0	12.1	12.5
chrX	3	98252977	32114	0.0	0.0	32679.0	32114.0	32693.0	98252477	0.0	0.0	7.76	9.24	8.34
chr16	17	35759621	25491	0.0	0.0	0.0	25491.0	30471.0	35758993	0.0	0.0	0.0	15.6	11.7
chr19	21	46344470	21554	0.0	0.0	0.0	21201.0	21554.0	46343820	0.0	0.0	0.0	22.5	27.5
