chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr18	20	57085791	23631	24147.0	0.0	23837.0	0.0	23631.0	57085111	21.0	0.0	19.6	0.0	22.5
chr3	4	68057190	20175	20175.0	0.0	20034.0	0.0	20967.0	68056290	30.9	0.0	29.2	0.0	28.4
chr1	1	160058419	28374	28829.0	0.0	28848.0	0.0	28374.0	160057919	13.0	0.0	10.9	0.0	13.3
chr3	4	9521366	17322	18187.0	0.0	18547.0	0.0	17322.0	9520358	37.7	0.0	34.2	0.0	40.0
chr1	1	138560801	9927	9927.0	0.0	11458.0	0.0	10212.0	138559219	77.2	0.0	66.6	0.0	74.3
chr1	1	52579072	11606	13410.0	0.0	12478.0	0.0	11606.0	52577740	57.4	0.0	61.1	0.0	65.9
chr10	9	42904756	30706	33672.0	0.0	30706.0	0.0	32424.0	42904256	8.64	0.0	9.12	0.0	8.34
chr16	17	5473933	19218	21600.0	0.0	18637.0	0.0	19218.0	5473177	27.2	0.0	34.2	0.0	34.2
chr9	12	32479160	26414	29630.0	0.0	26414.0	0.0	28079.0	32478388	12.3	0.0	14.6	0.0	14.2
chr2	2	75603634	18544	18544.0	0.0	19458.0	0.0	18780.0	75603010	36.4	0.0	31.0	0.0	35.0
chr15	16	36215798	15785	16538.0	0.0	17400.0	0.0	15785.0	36214758	44.5	0.0	38.8	0.0	46.7
chr11	13	118266141	21760	21760.0	0.0	21005.0	0.0	23129.0	118265211	26.6	0.0	26.5	0.0	23.4
chr14	11	122558943	9516	11528.0	0.0	10383.0	0.0	9516.0	122557769	67.9	0.0	73.4	0.0	79.3
chr13	14	94382489	19007	20894.0	0.0	19007.0	0.0	20281.0	94381839	29.0	0.0	32.8	0.0	30.9
chr1	1	21288281	28343	31068.0	0.0	27075.0	0.0	28343.0	21287781	10.5	0.0	13.2	0.0	13.3
chr6	7	149375437	21352	23698.0	0.0	20626.0	0.0	21352.0	149374803	21.6	0.0	27.4	0.0	27.5
chr2	2	122632376	18367	18367.0	0.0	18256.0	0.0	19279.0	122631730	37.0	0.0	35.1	0.0	33.4
chr11	13	76736285	2483	3685.0	0.0	3068.0	0.0	2483.0	76733401	140.2	0.0	149.2	0.0	162.7
chr5	6	106574165	27491	31277.0	0.0	27491.0	0.0	29211.0	106573665	10.5	0.0	12.8	0.0	12.5
chr2	2	164088779	16638	19437.0	0.0	16638.0	0.0	17084.0	164087893	33.3	0.0	41.5	0.0	40.9
chr9	12	15494348	15108	16959.0	0.0	15917.0	0.0	15108.0	15493722	42.6	0.0	44.7	0.0	49.2
chr13	14	109845309	29633	32430.0	0.0	28097.0	0.0	29633.0	109844809	9.88	0.0	12.3	0.0	12.5
chr11	13	100983846	24679	25342.0	0.0	25173.0	0.0	24679.0	100983346	18.5	0.0	16.9	0.0	20.0
chr12	15	31985294	24395	24395.0	0.0	24679.0	0.0	25108.0	31984794	20.4	0.0	17.8	0.0	19.2
chr10	9	20438199	24916	26044.0	0.0	24916.0	0.0	27563.0	20437699	17.3	0.0	17.3	0.0	15.0
chr13	14	63902210	21140	21572.0	0.0	22354.0	0.0	21140.0	63901308	27.2	0.0	22.8	0.0	28.4
chr2	2	61807453	26691	27467.0	0.0	27110.0	0.0	26691.0	61806953	14.8	0.0	13.2	0.0	15.9
chr8	10	27107139	27488	29605.0	0.0	26636.0	0.0	27488.0	27106639	12.3	0.0	14.1	0.0	15.0
chr1	1	184793875	11627	11888.0	0.0	11627.0	0.0	13367.0	184792723	65.4	0.0	65.7	0.0	56.7
chr13	14	100594432	19943	19943.0	0.0	20108.0	0.0	20831.0	100593932	32.1	0.0	29.2	0.0	29.2
chr2	2	70837097	11376	12656.0	0.0	11376.0	0.0	12522.0	70835503	61.1	0.0	67.1	0.0	60.9
chr14	11	67189786	9131	10082.0	0.0	11598.0	0.0	9131.0	67188600	76.6	0.0	66.1	0.0	81.8
chrX	3	42402652	27370	31056.0	0.0	27370.0	0.0	29860.0	42402014	11.1	0.0	13.2	0.0	12.5
chr2	2	30637368	10870	11775.0	0.0	13445.0	0.0	10870.0	30636140	66.1	0.0	56.1	0.0	70.1
chr6	7	22359201	23976	23976.0	0.0	24123.0	0.0	24964.0	22358525	21.0	0.0	18.7	0.0	19.2
chr2	2	85225075	31797	33291.0	0.0	32722.0	0.0	31797.0	85224575	8.64	0.0	7.3	0.0	9.18
chr13	14	49090993	28088	30340.0	0.0	28088.0	0.0	30898.0	49090365	11.7	0.0	12.3	0.0	10.8
chr15	16	76767341	14777	14777.0	0.0	16851.0	0.0	14987.0	76766063	51.9	0.0	41.1	0.0	50.1
chr17	18	62858799	33924	33924.0	0.0	33471.0	0.0	32616.0	62858299	8.64	0.0	6.84	0.0	8.34
chr11	13	115677383	28158	29746.0	0.0	28059.0	0.0	28158.0	115676883	12.3	0.0	12.3	0.0	14.2
chr14	11	60718271	23541	23541.0	0.0	23564.0	0.0	24746.0	60717771	22.2	0.0	20.1	0.0	20.0
chr7	8	132736683	13775	16641.0	0.0	14402.0	0.0	13775.0	132735007	43.8	0.0	51.5	0.0	55.1
chr13	14	43240083	20688	20688.0	0.0	22750.0	0.0	20826.0	43238973	29.6	0.0	21.9	0.0	29.2
chr6	7	8505267	22675	24941.0	0.0	22675.0	0.0	24523.0	8504767	19.1	0.0	21.9	0.0	20.0
chr2	2	174556304	24541	24541.0	0.0	24304.0	0.0	25756.0	174555804	19.8	0.0	18.2	0.0	17.5
chr18	20	68035348	28161	32590.0	0.0	28161.0	0.0	30537.0	68034714	9.88	0.0	12.3	0.0	11.7
chr10	9	100160452	27731	27731.0	0.0	27262.0	0.0	28727.0	100159952	14.8	0.0	13.2	0.0	13.3
chr2	2	70846058	8998	8998.0	0.0	8947.0	0.0	10872.0	70843556	83.4	0.0	83.0	0.0	70.1
chr9	12	102545500	27692	27692.0	0.0	26420.0	0.0	29425.0	102545000	14.8	0.0	14.6	0.0	12.5
chrY	19	1285289	33208	33208.0	0.0	31949.0	0.0	32710.0	1284633	9.26	0.0	8.21	0.0	8.34
chr14	11	102907761	18303	18303.0	0.0	18093.0	0.0	19728.0	102906819	37.7	0.0	36.0	0.0	32.5
chr11	13	99176643	25696	25696.0	0.0	24672.0	0.0	27627.0	99176143	17.9	0.0	17.8	0.0	15.0
chr10	9	30811466	20773	22190.0	0.0	21625.0	0.0	20773.0	30810686	25.3	0.0	24.6	0.0	29.2
chr5	6	21412381	6425	7133.0	0.0	6425.0	0.0	7925.0	21410489	98.2	0.0	104.0	0.0	90.1
chr5	6	122719539	19079	20196.0	0.0	20610.0	0.0	19079.0	122718513	30.9	0.0	27.4	0.0	34.2
chr11	13	79616476	969	1526.0	0.0	1293.0	0.0	969.0	79610028	205.0	0.0	216.2	0.0	247.0
chr2	2	140043431	2191	3824.0	0.0	2810.0	0.0	2191.0	140040281	137.1	0.0	154.6	0.0	171.0
chr6	7	71788978	26341	26676.0	0.0	27926.0	0.0	26341.0	71788344	16.1	0.0	12.3	0.0	16.7
chr13	14	92672408	23153	23797.0	0.0	24437.0	0.0	23153.0	92671908	21.6	0.0	18.2	0.0	23.4
chrX	3	168779401	25469	27406.0	0.0	25469.0	0.0	28341.0	168778763	15.4	0.0	16.4	0.0	14.2
chr3	4	83812561	20970	21872.0	0.0	22448.0	0.0	20970.0	83811701	25.9	0.0	22.4	0.0	28.4
chr12	15	8360164	21452	23521.0	0.0	21651.0	0.0	21452.0	8359538	22.2	0.0	24.6	0.0	27.5
chr4	5	103706893	30011	31952.0	0.0	29736.0	0.0	30011.0	103706393	9.88	0.0	10.0	0.0	11.7
chr18	20	38145317	19232	19232.0	0.0	20561.0	0.0	19771.0	38143863	34.6	0.0	27.8	0.0	32.5
chr14	11	36954166	6810	7645.0	0.0	10075.0	0.0	6810.0	36952264	94.5	0.0	75.3	0.0	100.1
chr9	12	42467501	6847	10428.0	0.0	6847.0	0.0	7072.0	42465211	74.1	0.0	99.9	0.0	97.6
chr10	9	20398753	19385	22945.0	0.0	18843.0	0.0	19385.0	20397957	23.5	0.0	33.3	0.0	33.4
chr3	4	59675880	20678	22096.0	0.0	21736.0	0.0	20678.0	59675076	25.3	0.0	24.2	0.0	29.2
chr15	16	12447633	16592	19207.0	0.0	17399.0	0.0	16592.0	12446717	34.6	0.0	38.8	0.0	43.4
chr8	10	57428697	12263	12263.0	0.0	12677.0	0.0	13966.0	57426829	63.6	0.0	60.2	0.0	54.2
chr9	12	56147545	17368	18255.0	0.0	17368.0	0.0	19652.0	56146647	37.7	0.0	38.8	0.0	32.5
chr11	13	72571105	23110	23768.0	0.0	24668.0	0.0	23110.0	72570461	21.6	0.0	17.8	0.0	23.4
chr6	7	108165876	14229	14696.0	0.0	14229.0	0.0	16478.0	108164348	51.9	0.0	52.5	0.0	43.4
chr6	7	38310888	22677	26322.0	0.0	22677.0	0.0	24134.0	38309684	16.7	0.0	21.9	0.0	20.9
chr10	9	59638101	19518	19518.0	0.0	20364.0	0.0	20504.0	59637199	33.3	0.0	28.3	0.0	30.0
chr13	14	73281558	25422	28693.0	0.0	25422.0	0.0	27686.0	73281058	13.6	0.0	16.4	0.0	15.0
chr3	4	53037350	26059	27496.0	0.0	26059.0	0.0	29104.0	53036850	14.8	0.0	15.1	0.0	12.5
chr10	9	61602780	21259	21259.0	0.0	23963.0	0.0	21417.0	61602154	27.8	0.0	19.2	0.0	27.5
chr1	1	58312048	14465	18341.0	0.0	14760.0	0.0	14465.0	58310796	37.0	0.0	49.7	0.0	51.7
chr7	8	99917894	24152	25264.0	0.0	25344.0	0.0	24152.0	99917224	18.5	0.0	16.4	0.0	20.9
chr10	9	94417097	18442	18442.0	0.0	19522.0	0.0	19394.0	94416037	37.0	0.0	31.0	0.0	33.4
chr12	15	106143388	27662	31559.0	0.0	27662.0	0.0	30358.0	106142762	10.5	0.0	12.8	0.0	11.7
chr10	9	36158948	30250	30250.0	0.0	32347.0	0.0	30250.0	36158448	11.7	0.0	7.76	0.0	11.7
chr12	15	71001938	5356	5761.0	0.0	5356.0	0.0	7461.0	70998558	111.8	0.0	114.5	0.0	94.3
chr4	5	43426159	27939	28458.0	0.0	29731.0	0.0	27939.0	43425489	13.6	0.0	10.0	0.0	14.2
chr15	16	25692899	23554	23554.0	0.0	22935.0	0.0	25604.0	25692115	22.2	0.0	21.4	0.0	18.4
chr11	13	85384780	32314	32314.0	0.0	32421.0	0.0	32009.0	85384140	9.88	0.0	7.76	0.0	9.18
chr1	1	134748236	19265	22573.0	0.0	19324.0	0.0	19265.0	134747194	24.1	0.0	31.5	0.0	33.4
chr6	7	85357334	31889	35185.0	0.0	30628.0	0.0	31889.0	85356834	6.17	0.0	9.12	0.0	9.18
chr2	2	31774286	29046	31825.0	0.0	28856.0	0.0	29046.0	31773786	9.88	0.0	10.9	0.0	12.5
chr3	4	106573442	28446	28446.0	0.0	28894.0	0.0	29114.0	106572808	13.6	0.0	10.9	0.0	12.5
chr16	17	24412913	24796	24796.0	0.0	25968.0	0.0	25626.0	24412413	19.8	0.0	15.5	0.0	18.4
chr2	2	59747309	30626	32705.0	0.0	30919.0	0.0	30626.0	59746809	9.26	0.0	8.67	0.0	10.8
chr15	16	59007311	16055	20711.0	0.0	16055.0	0.0	16363.0	59006329	29.6	0.0	44.3	0.0	44.2
chr13	14	65242945	6389	7801.0	24237.0	6389.0	0.0	6719.0	65240383	93.2	14.7	104.5	0.0	101.0
chr4	5	56223331	10418	13037.0	0.0	10418.0	0.0	11489.0	56222031	59.3	0.0	73.0	0.0	66.7
chr16	17	44875414	28277	28277.0	0.0	28134.0	0.0	29741.0	44874914	14.2	0.0	12.3	0.0	12.5
chr18	20	21007105	28294	29276.0	0.0	29582.0	0.0	28294.0	21006605	13.0	0.0	10.5	0.0	14.2
chr2	2	45045516	19023	21174.0	0.0	20151.0	0.0	19023.0	45044728	27.8	0.0	28.7	0.0	34.2
chr6	7	54936944	21982	25962.0	0.0	21271.0	0.0	21982.0	54936138	17.3	0.0	25.5	0.0	25.9
chr15	16	60125186	7984	9908.0	26293.0	8600.0	0.0	7984.0	60122940	77.8	12.4	85.8	0.0	90.1
chr8	10	122939684	3873	3873.0	0.0	5132.0	0.0	4828.0	122936606	136.5	0.0	116.8	0.0	120.1
chr14	11	69776022	3449	4160.0	21554.0	4648.0	0.0	3449.0	69774056	132.1	18.7	122.7	0.0	141.0
chr2	2	33909463	11327	13545.0	0.0	13794.0	0.0	11327.0	33907753	56.8	0.0	54.3	0.0	67.6
chr10	9	67588009	9404	9404.0	22204.0	9726.0	0.0	9588.0	67586027	80.9	17.5	77.6	0.0	78.4
chr10	9	83266001	29464	31475.0	0.0	29931.0	0.0	29464.0	83265501	10.5	0.0	10.0	0.0	12.5
chr11	13	24049741	25329	25329.0	0.0	28358.0	0.0	25518.0	24049115	18.5	0.0	11.9	0.0	18.4
chr13	14	97286104	24727	26451.0	0.0	25632.0	0.0	24727.0	97285604	16.7	0.0	16.0	0.0	20.0
chr6	7	47778857	24125	27110.0	0.0	24125.0	0.0	26335.0	47778357	15.4	0.0	18.7	0.0	16.7
chr19	21	57093823	15050	15050.0	0.0	18656.0	0.0	15217.0	57092729	50.6	0.0	34.2	0.0	49.2
chr6	7	121251895	25251	25251.0	0.0	24595.0	0.0	27439.0	121251237	18.5	0.0	17.8	0.0	15.0
chr16	17	23230427	26129	29234.0	0.0	25966.0	0.0	26129.0	23229927	13.0	0.0	15.5	0.0	17.5
chr18	20	39018303	17744	20742.0	0.0	18651.0	0.0	17744.0	39017459	29.6	0.0	34.2	0.0	39.2
chr15	16	67361696	24221	29841.0	0.0	24221.0	0.0	25613.0	67361034	12.3	0.0	18.7	0.0	18.4
chr5	6	135695838	30065	32032.0	0.0	30615.0	0.0	30065.0	135695338	9.88	0.0	9.12	0.0	11.7
chr17	18	12746552	15818	15818.0	0.0	17192.0	0.0	17029.0	12745458	47.5	0.0	39.7	0.0	41.7
chr6	7	71768535	27115	27115.0	0.0	27183.0	0.0	28563.0	71767909	15.4	0.0	13.2	0.0	13.3
chr6	7	39056419	28965	28965.0	0.0	28287.0	0.0	30723.0	39055789	13.0	0.0	11.9	0.0	10.8
chr7	8	38086333	3924	4355.0	15595.0	4576.0	0.0	3924.0	38084245	129.0	31.1	123.6	0.0	132.7
chr3	4	52556640	7608	7608.0	0.0	9070.0	0.0	9178.0	52553902	94.5	0.0	82.1	0.0	80.9
chr2	2	11195695	351	464.0	23044.0	329.0	18424.0	351.0	11189121	340.8	15.8	388.7	28.3	394.6
chr5	6	77460452	13416	17862.0	0.0	14125.0	0.0	13416.0	77459546	38.9	0.0	52.9	0.0	56.7
chr6	7	53446771	20051	23982.0	0.0	20051.0	0.0	21339.0	53445875	21.0	0.0	29.2	0.0	27.5
chr3	4	41497416	31155	35180.0	0.0	29703.0	0.0	31155.0	41496916	6.17	0.0	10.0	0.0	10.0
chr12	15	21168186	13295	17313.0	0.0	14434.0	0.0	13295.0	21166592	41.4	0.0	51.5	0.0	57.6
chr18	20	7693403	19583	19583.0	0.0	19299.0	0.0	21837.0	7692047	33.3	0.0	31.9	0.0	26.7
chr7	8	80193135	13026	17572.0	0.0	13026.0	0.0	13601.0	80192043	40.1	0.0	58.4	0.0	55.9
chr3	4	88607903	23318	23917.0	0.0	26060.0	0.0	23318.0	88607271	21.0	0.0	15.1	0.0	22.5
chr4	5	10999259	29132	31204.0	0.0	30256.0	0.0	29132.0	10998759	10.5	0.0	9.58	0.0	12.5
chr7	8	7130720	28027	29569.0	0.0	29347.0	0.0	28027.0	7130068	12.3	0.0	10.5	0.0	14.2
chr3	4	121968330	17566	20564.0	0.0	17566.0	0.0	19046.0	121967364	29.6	0.0	37.9	0.0	34.2
chr3	4	37617111	31154	34563.0	0.0	30949.0	0.0	31154.0	37616611	7.41	0.0	8.67	0.0	10.0
chr10	9	125370643	16063	16063.0	0.0	17750.0	0.0	17183.0	125369599	46.3	0.0	37.4	0.0	40.9
chr11	13	21141224	22051	23222.0	0.0	24176.0	0.0	22051.0	21140406	22.8	0.0	18.7	0.0	25.9
chr5	6	114997879	22381	22381.0	0.0	23462.0	0.0	23767.0	114996467	24.7	0.0	20.1	0.0	21.7
chr14	11	52009357	30408	31609.0	0.0	31803.0	0.0	30408.0	52008675	10.5	0.0	8.21	0.0	11.7
chr15	16	36641803	10554	12309.0	0.0	14264.0	0.0	10554.0	36640019	63.6	0.0	52.5	0.0	72.6
chr8	10	126592345	108	148.0	17923.0	108.0	17198.0	151.0	126582791	534.7	25.4	573.4	31.8	529.0
chr5	6	77145113	20132	21684.0	0.0	22278.0	0.0	20132.0	77144269	26.6	0.0	22.8	0.0	30.9
chr10	9	81997992	22730	25012.0	0.0	23757.0	0.0	22730.0	81997356	19.1	0.0	19.6	0.0	24.2
chr9	12	62826299	27680	27680.0	0.0	27581.0	0.0	29409.0	62825799	14.8	0.0	12.8	0.0	12.5
chr12	15	82285966	6889	7721.0	0.0	12034.0	0.0	6889.0	82283772	93.9	0.0	63.9	0.0	99.3
chr11	13	102209226	23507	25343.0	0.0	24951.0	0.0	23507.0	102208468	18.5	0.0	17.3	0.0	22.5
chr14	11	52795291	32057	33815.0	0.0	34180.0	0.0	32057.0	52794791	8.64	0.0	5.93	0.0	9.18
chr19	21	30555139	23844	26527.0	0.0	23844.0	0.0	26617.0	30554491	16.7	0.0	19.6	0.0	16.7
chrX	3	96104255	939	1481.0	25751.0	1049.0	28489.0	939.0	96097081	208.7	13.0	237.2	12.1	251.1
chr8	10	119946640	17441	17441.0	0.0	17854.0	0.0	19365.0	119945388	40.8	0.0	37.0	0.0	33.4
chr13	14	97442971	7644	7644.0	0.0	9326.0	0.0	9388.0	97440677	94.5	0.0	80.7	0.0	80.1
chr13	14	46571508	21659	24092.0	0.0	21659.0	0.0	24271.0	46570746	21.0	0.0	24.6	0.0	20.9
chr8	10	127979530	28671	30756.0	0.0	29876.0	0.0	28671.0	127979030	11.1	0.0	10.0	0.0	13.3
chr9	12	31281678	12262	16349.0	0.0	13839.0	0.0	12262.0	31280926	45.1	0.0	54.3	0.0	62.6
chr13	14	23286908	17324	17324.0	0.0	17507.0	0.0	19439.0	23285296	41.4	0.0	38.3	0.0	33.4
chr2	2	122673692	15849	15849.0	0.0	19180.0	0.0	16235.0	122672314	46.9	0.0	31.9	0.0	44.2
chr6	7	54154468	27419	29540.0	0.0	28618.0	0.0	27419.0	54153810	12.3	0.0	11.4	0.0	15.0
chr6	7	61263107	27589	27589.0	0.0	30286.0	0.0	28005.0	61262435	14.8	0.0	9.58	0.0	14.2
chr15	16	84626037	31622	34378.0	0.0	32555.0	0.0	31622.0	84625537	8.03	0.0	7.76	0.0	10.0
chr7	8	122920887	16497	20404.0	0.0	17465.0	0.0	16497.0	122919923	30.3	0.0	38.3	0.0	43.4
chr17	18	83991162	15669	15669.0	0.0	18503.0	0.0	16380.0	83990146	48.2	0.0	34.7	0.0	44.2
chr4	5	137724290	25796	31972.0	0.0	25796.0	0.0	27354.0	137723430	9.88	0.0	15.5	0.0	15.0
chr17	18	57336210	27732	29910.0	0.0	27732.0	0.0	31661.0	57335538	12.3	0.0	12.8	0.0	10.0
chr13	14	75798481	13686	15637.0	0.0	13686.0	0.0	15972.0	75797537	48.2	0.0	55.2	0.0	45.9
chr1	1	153533202	10255	11885.0	0.0	10255.0	0.0	12509.0	153531748	65.4	0.0	73.9	0.0	60.9
chr18	20	5990634	15008	19230.0	0.0	16066.0	0.0	15008.0	5989652	34.6	0.0	44.3	0.0	50.1
chr12	15	31997017	28066	30866.0	0.0	28066.0	0.0	31520.0	31996381	11.1	0.0	12.3	0.0	10.0
chr15	16	6570158	6698	6698.0	0.0	6760.0	0.0	9621.0	6568162	102.5	0.0	100.8	0.0	78.4
chr18	20	77743147	17987	22304.0	0.0	18375.0	0.0	17987.0	77742253	25.3	0.0	35.1	0.0	38.4
chr7	8	90312631	18854	22149.0	0.0	19905.0	0.0	18854.0	90312131	25.3	0.0	29.7	0.0	35.0
chr17	18	30134244	21520	24457.0	0.0	22389.0	0.0	21520.0	30133416	20.4	0.0	22.8	0.0	27.5
chr16	17	23306214	24779	27343.0	0.0	25671.0	0.0	24779.0	23305400	15.4	0.0	16.0	0.0	20.0
chr16	17	18582008	27741	32513.0	0.0	27024.0	0.0	27741.0	18581356	9.88	0.0	13.7	0.0	15.0
chr7	8	127973943	27479	29022.0	0.0	29369.0	0.0	27479.0	127973319	13.0	0.0	10.5	0.0	15.0
chr7	8	45538920	30703	30703.0	0.0	31582.0	0.0	31325.0	45538272	11.1	0.0	8.21	0.0	10.0
chr1	1	72244748	14088	14375.0	22712.0	14570.0	0.0	14088.0	72243196	53.1	16.4	50.6	0.0	53.4
chr5	6	43081963	32805	32805.0	0.0	33198.0	0.0	32290.0	43081463	9.26	0.0	6.84	0.0	8.34
chr2	2	118491875	5986	9365.0	0.0	8322.0	0.0	5986.0	118490031	80.9	0.0	87.6	0.0	107.6
chr2	2	172915056	13204	18008.0	0.0	14291.0	0.0	13204.0	172913924	38.3	0.0	52.0	0.0	57.6
chr10	9	61236271	28116	30254.0	0.0	29443.0	0.0	28116.0	61235477	11.7	0.0	10.5	0.0	14.2
